loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig1	384	0.549479166667	256	0.47265625	128	0.703125	103	54.95	47.66	46.88	70.31	37.4	41.41	17.89	18.18	0.46	522	0.545977011494	522	0.545977011494	nan	nan	67.8583468333643
Contig10	495	0.440404040404	330	0.433333333333	165	0.454545454545	67	44.04	52.73	33.94	45.45	45.88	47.1	22.47	23.5	0.34	11490	0.385378590078	11490	0.385378590078	nan	nan	36.3595590769682
Contig1000	294	0.520408163265	196	0.602040816327	98	0.357142857143	21	52.04	73.47	46.94	35.71	42.12	44.98	20.72	23.58	nan	nan	nan	nan	nan	nan	nan	-10.9942871190408
Contig10000	292	0.602739726027	195	0.610256410256	97	0.587628865979	19	60.48	66.33	55.67	58.76	34.77	36.04	17.48	18.05	nan	nan	nan	nan	nan	nan	nan	-12.8462744903722
Contig10004	549	0.508196721311	366	0.44262295082	183	0.639344262295	15	50.82	44.26	44.26	63.93	43.88	46.19	21.21	20.21	0.41	nan	nan	nan	nan	nan	nan	-16.8793883149856
Contig10019	876	0.456621004566	584	0.472602739726	292	0.424657534247	31	45.66	56.85	37.67	42.47	45.82	47.07	21.73	22.62	0.36	126	0.507936507937	126	0.507936507937	nan	nan	-4.1374667455153
Contig10062	966	0.447204968944	644	0.503105590062	322	0.335403726708	98	44.72	56.52	44.1	33.54	48.82	52.19	23.42	26.61	0.25	1726	0.301853997683	1726	0.301853997683	nan	nan	62.1438144083602
Contig1007	681	0.537444933921	454	0.460352422907	227	0.691629955947	64	53.74	52.42	39.65	69.16	42.4	47.33	19.8	21.68	0.39	664	0.319277108434	664	0.319277108434	nan	nan	30.0373970790586
Contig10082	222	0.418918918919	148	0.425675675676	74	0.405405405405	18	41.89	51.35	33.78	40.54	40.91	42.05	17.82	18.65	nan	nan	nan	nan	nan	nan	nan	-11.6307930805098
Contig10085	505	0.580198019802	337	0.501483679525	168	0.738095238095	41	58.13	69.23	30.95	73.81	38.41	42.36	18.06	15.98	0.48	nan	nan	nan	nan	nan	nan	5.06577553445691
