loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig50739	214	0.556074766355	143	0.524475524476	71	0.619718309859	20	55.87	65.28	39.44	61.97	34.79	36.25	18.39	16.86	nan
Contig50592	310	0.567741935484	207	0.487922705314	103	0.728155339806	60	56.96	50.00	47.57	72.82	38.18	45.48	19.02	23.34	0.34
Contig56502	437	0.487414187643	292	0.438356164384	145	0.586206896552	23	48.97	47.26	40.41	58.62	41.82	43.82	18.74	19.77	0.37
Contig38979	255	0.592156862745	170	0.488235294118	85	0.8	24	59.22	67.06	30.59	80.00	32.83	37.92	17.19	18.03	nan
Contig26827	225	0.573333333333	150	0.546666666667	75	0.626666666667	14	57.33	52.00	57.33	62.67	33.75	39.21	17.69	18.55	nan
Contig26828	805	0.392546583851	537	0.420856610801	268	0.335820895522	21	39.30	51.30	32.84	33.58	46.53	50.28	22.29	24.48	0.26
Contig38976	210	0.561904761905	140	0.571428571429	70	0.542857142857	14	56.19	60.00	54.29	54.29	40.20	40.31	19.96	19.12	nan
Contig38973	228	0.592105263158	152	0.598684210526	76	0.578947368421	35	59.21	69.74	50.00	57.89	34.50	39.89	17.22	18.92	nan
Contig60548	225	0.448888888889	150	0.433333333333	75	0.48	28	44.89	50.67	36.00	48.00	35.18	35.32	14.71	14.54	nan
Contig99257	222	0.468468468468	148	0.425675675676	74	0.554054054054	25	46.85	39.19	45.95	55.41	37.26	41.03	16.80	16.55	nan
Contig101821	249	0.353413654618	166	0.373493975904	83	0.313253012048	16	35.34	45.78	28.92	31.33	31.84	34.08	14.79	13.57	nan
Contig102219	241	0.473029045643	161	0.428571428571	80	0.5625	13	47.50	58.02	27.50	56.25	37.63	39.31	15.19	15.64	nan
Contig35742	240	0.454166666667	160	0.4375	80	0.4875	11	45.42	45.00	42.50	48.75	44.65	46.50	21.63	21.01	nan
