loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig10	522	0.578544061303	348	0.548850574713	174	0.637931034483	135	57.85	58.62	51.15	63.79	44.35	51.13	24.2	26.54	0.23	3396	0.483804475854	nan	nan	3396	0.483804475854	95.3613289886066
Contig1000	2661	0.409620443442	1774	0.399098083427	887	0.430665163472	34	40.96	47.69	32.13	43.07	51.85	54.01	26.4	27.27	0.18	5406	0.377728449871	5320	0.375939849624	86	0.488372093023	5.69358059371317
Contig10002	668	0.583832335329	446	0.423766816143	222	0.905405405405	13	58.56	55.61	29.15	90.54	31.61	46.73	16.72	23.63	0.23	nan	nan	nan	nan	nan	nan	-17.1447789175795
Contig10005	558	0.492831541219	372	0.438172043011	186	0.602150537634	20	49.28	48.92	38.71	60.22	46.22	49.21	23.94	24.23	0.25	nan	nan	nan	nan	nan	nan	-11.7699512784862
Contig10008	1461	0.615331964408	974	0.513347022587	487	0.819301848049	23	61.53	60.16	42.51	81.93	39.12	52.63	19.21	26.8	0.23	nan	nan	nan	nan	nan	nan	-17.2373828441557
Contig10010	336	0.497023809524	224	0.441964285714	112	0.607142857143	37	49.7	51.79	36.61	60.71	37.95	37.86	18.07	16.98	0.43	5798	0.413245946878	5798	0.413245946878	nan	nan	4.70512288949593
Contig10011	4371	0.40768702814	2914	0.422786547701	1457	0.377487989019	20	40.77	54.29	30.27	37.75	50.52	54.02	23.85	26.42	0.24	nan	nan	nan	nan	nan	nan	-10.0503204377071
Contig10013	813	0.559655596556	542	0.450184501845	271	0.778597785978	44	55.97	53.51	36.53	77.86	37.85	46.41	19.84	22.42	0.33	9974	0.552135552436	9974	0.552135552436	nan	nan	10.39390827832
Contig10016	333	0.534534534535	222	0.504504504505	111	0.594594594595	38	53.45	53.15	47.75	59.46	42.02	42.48	21.06	21.19	0.39	5292	0.489229024943	2760	0.464492753623	2532	0.516192733017	-2.0712726790165
Contig10017	654	0.547400611621	436	0.479357798165	218	0.683486238532	26	54.74	55.5	40.37	68.35	41.96	46.71	19.94	22.62	0.36	2316	0.567789291883	2316	0.567789291883	nan	nan	-12.3511093210584
Contig10018	207	0.487922705314	138	0.45652173913	69	0.550724637681	18	48.79	63.77	27.54	55.07	35.7	38.85	17.62	16.71	nan	420	0.590476190476	420	0.590476190476	nan	nan	-16.6161449801594
Contig10021	471	0.424628450106	314	0.46178343949	157	0.350318471338	15	42.46	61.15	31.21	35.03	43.26	45.02	18.46	20.3	0.43	332	0.493975903614	332	0.493975903614	nan	nan	-20.5878545594586
Contig10031	561	0.429590017825	374	0.44385026738	187	0.401069518717	13	42.96	50.8	37.97	40.11	44.43	47.55	23.74	25.57	0.28	nan	nan	nan	nan	nan	nan	-19.5845659141002
Contig10032	486	0.584362139918	324	0.561728395062	162	0.62962962963	47	58.44	66.05	46.3	62.96	47.51	51.26	24.36	25.59	0.29	5890	0.427674023769	5890	0.427674023769	nan	nan	7.8286177804803
Contig10033	1122	0.471479500891	748	0.478609625668	374	0.457219251337	64	47.15	53.74	41.98	45.72	52	52.56	25.54	25.94	0.26	5900	0.408644067797	5900	0.408644067797	nan	nan	25.7526557218425
Contig10034	1404	0.445868945869	936	0.482905982906	468	0.371794871795	20	44.59	51.71	44.87	37.18	49.86	53.18	24.71	27.62	0.22	72	0.416666666667	72	0.416666666667	nan	nan	-18.7857768002433
Contig10036	216	0.472222222222	144	0.465277777778	72	0.486111111111	30	47.22	51.39	41.67	48.61	38.81	39.24	18.36	18.44	nan	2540	0.427165354331	2540	0.427165354331	nan	nan	-6.21491206516155
Contig10040	381	0.341207349081	254	0.346456692913	127	0.330708661417	21	34.12	36.22	33.07	33.07	36.54	41.21	17.68	20.11	0.45	710	0.333802816901	nan	nan	710	0.333802816901	-4.53367320835726
Contig10041	1386	0.462481962482	924	0.442640692641	462	0.502164502165	71	46.25	46.32	42.21	50.22	50.12	49.19	23.25	22.94	0.29	11646	0.426927700498	11436	0.419902063659	210	0.809523809524	38.6028836362811
Contig10046	2121	0.602074493164	1414	0.494342291372	707	0.817538896747	40	60.21	61.24	37.62	81.75	37.28	50.74	18.89	25.25	0.29	nan	nan	nan	nan	nan	nan	0.347510486649561
Contig10048	2304	0.4140625	1536	0.469401041667	768	0.303385416667	22	41.41	48.7	45.18	30.34	47.92	56.01	25	28.74	0.14	nan	nan	nan	nan	nan	nan	-14.8470829706733
Contig10049	3493	0.494131119382	2329	0.49892657793	1164	0.484536082474	13	49.43	52.88	46.91	48.45	54.21	54.38	26.91	27.07	0.21	nan	nan	nan	nan	nan	nan	-26.8673182210456
Contig10050	360	0.486111111111	240	0.495833333333	120	0.466666666667	35	48.61	55.83	43.33	46.67	38.48	39.77	16.55	17.38	0.47	1770	0.396610169492	980	0.383673469388	790	0.412658227848	-4.72842952569
Contig10055	1539	0.46783625731	1026	0.472709551657	513	0.458089668616	19	46.78	47.56	46.98	45.81	50.2	52.76	26.83	26.69	0.24	nan	nan	nan	nan	nan	nan	-18.3530843369496
Contig10057	522	0.454022988506	348	0.491379310345	174	0.379310344828	34	45.4	50	48.28	37.93	43.28	46.49	22.86	25.12	0.29	320	0.28125	320	0.28125	nan	nan	-5.48049220859579
Contig10058	1041	0.418828049952	694	0.436599423631	347	0.383285302594	15	41.88	50.43	36.89	38.33	47.78	54.05	23.93	26.32	0.27	nan	nan	nan	nan	nan	nan	-16.5774007847269
Contig10060	246	0.434959349593	164	0.475609756098	82	0.353658536585	30	43.5	53.66	41.46	35.37	40.35	42.66	19.42	20.08	nan	1886	0.436373276776	1886	0.436373276776	nan	nan	-7.80365661753406
Contig10061	945	0.507936507937	630	0.480952380952	315	0.561904761905	15	50.79	54.29	41.9	56.19	47.27	48.63	21.79	22.14	0.35	nan	nan	nan	nan	nan	nan	-23.5594997171944
Contig10064	639	0.516431924883	426	0.446009389671	213	0.657276995305	39	51.64	46.95	42.25	65.73	46.4	48.46	22.87	22.53	0.32	718	0.383008356546	718	0.383008356546	nan	nan	6.07035871821002
Contig10066	270	0.57037037037	180	0.527777777778	90	0.655555555556	16	57.04	58.89	46.67	65.56	40.93	43.27	21.18	21.76	nan	56	0.392857142857	56	0.392857142857	nan	nan	-24.1528215397901
Contig10067	522	0.486590038314	348	0.42816091954	174	0.603448275862	15	48.66	50	35.63	60.34	45	46.33	20.59	20.63	0.4	262	0.396946564885	262	0.396946564885	nan	nan	-15.5991454869669
Contig10068	1275	0.420392156863	850	0.424705882353	425	0.411764705882	26	42.04	50.82	34.12	41.18	49.06	51.06	23.75	24.87	0.27	338	0.476331360947	338	0.476331360947	nan	nan	-4.2377803379585
Contig10071	1290	0.441085271318	860	0.459302325581	430	0.404651162791	20	44.11	51.86	40	40.47	50	53.01	23.88	25.78	0.27	436	0.456422018349	436	0.456422018349	nan	nan	-15.1233390075878
Contig10072	1653	0.436176648518	1102	0.465517241379	551	0.377495462795	25	43.62	49.73	43.38	37.75	48.79	53.90	24.71	27.36	0.22	nan	nan	nan	nan	nan	nan	-11.2553148369982
Contig10074	4293	0.456091311437	2862	0.50034940601	1431	0.367575122292	34	45.61	52.34	47.73	36.76	52.7	56.32	26.24	28.85	0.15	622	0.273311897106	622	0.273311897106	nan	nan	-5.92419760517727
Contig10077	1089	0.467401285583	726	0.454545454545	363	0.493112947658	36	46.74	51.24	39.67	49.31	52.32	53.79	25.31	26.58	0.25	6888	0.380516840883	6888	0.380516840883	nan	nan	1.71851920702095
Contig10078	654	0.48623853211	436	0.442660550459	218	0.573394495413	72	48.62	51.83	36.7	57.34	48.61	49.04	24.12	23.49	0.31	8154	0.400662251656	7958	0.396959034933	196	0.551020408163	39.5998517220832
Contig1008	495	0.450505050505	330	0.481818181818	165	0.387878787879	11	45.05	53.33	43.03	38.79	40.65	42.19	16.94	19.36	0.4	nan	nan	nan	nan	nan	nan	-27.664142314131
Contig10085	519	0.481695568401	346	0.508670520231	173	0.42774566474	50	48.17	56.65	45.09	42.77	44.69	45.04	22.24	22.19	0.35	2390	0.436820083682	2390	0.436820083682	nan	nan	9.8246188815647
Contig10086	1200	0.6625	800	0.63875	400	0.71	34	66.25	70.25	57.5	71	43.94	51.16	24.23	26.88	0.26	158	0.632911392405	nan	nan	158	0.632911392405	-0.292285272215175
Contig10095	435	0.395402298851	290	0.410344827586	145	0.365517241379	68	39.54	52.41	29.66	36.55	43.03	46.40	20.94	21.32	0.33	9952	0.34415192926	9586	0.324953056541	366	0.846994535519	38.9292552349759
