loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig80012	249	0.522088353414	166	0.542168674699	83	0.481927710843	24	52.21	54.22	54.22	48.19	35.12	37.34	17.98	20.49	nan
Contig16126	2424	0.41501650165	1616	0.430693069307	808	0.383663366337	63	41.50	45.30	40.84	38.37	49.85	52.93	24.48	25.60	0.25
Contig16121	528	0.5625	352	0.394886363636	176	0.897727272727	34	56.25	48.86	30.11	89.77	28.72	41.20	13.11	18.06	0.53
Contig82626	810	0.537037037037	540	0.505555555556	270	0.6	119	53.70	55.19	45.93	60.00	45.19	47.83	21.92	23.06	0.35
Contig26826	445	0.45393258427	297	0.424242424242	148	0.513513513514	19	45.50	53.02	31.76	51.35	43.09	45.27	22.00	22.78	0.36
Contig38974	270	0.474074074074	180	0.494444444444	90	0.433333333333	38	47.41	53.33	45.56	43.33	37.97	38.87	19.69	21.30	nan
Contig38970	1785	0.552941176471	1190	0.464705882353	595	0.729411764706	90	55.29	51.60	41.34	72.94	42.15	50.86	20.61	23.86	0.29
Contig12077	231	0.5670995671	154	0.558441558442	77	0.584415584416	17	56.71	66.23	45.45	58.44	39.38	39.47	21.88	20.71	nan
Contig38973	369	0.39837398374	246	0.447154471545	123	0.30081300813	14	39.84	40.65	48.78	30.08	37.43	42.07	16.53	17.77	0.40
Contig45472	654	0.429663608563	436	0.44495412844	218	0.399082568807	47	42.97	48.62	40.37	39.91	48.88	51.42	23.30	25.22	0.29
Contig12808	432	0.476851851852	288	0.434027777778	144	0.5625	31	47.69	51.39	35.42	56.25	44.49	48.69	21.39	21.80	0.39
Contig12804	419	0.630071599045	280	0.560714285714	139	0.769784172662	47	63.31	63.57	48.57	76.98	38.94	45.86	21.12	23.58	0.27
Contig12805	240	0.370833333333	160	0.38125	80	0.35	11	37.08	42.50	33.75	35.00	38.17	39.25	16.38	16.55	nan
Contig18453	448	0.462053571429	299	0.458193979933	149	0.469798657718	126	46.31	56.67	34.90	46.98	50.78	51.06	24.45	25.02	0.24
Contig79541	250	0.52	167	0.526946107784	83	0.506024096386	14	52.21	53.57	51.81	50.60	40.38	40.66	17.59	18.32	nan
Contig79546	983	0.511698880977	656	0.469512195122	327	0.596330275229	35	51.27	56.10	37.80	59.63	46.87	49.03	23.89	23.48	0.29
Contig10669	1227	0.40097799511	818	0.440097799511	409	0.322738386308	52	40.10	58.44	29.58	32.27	46.04	50.63	22.63	25.13	0.26
Contig71717	228	0.627192982456	152	0.657894736842	76	0.565789473684	14	62.72	69.74	61.84	56.58	37.32	38.69	18.08	17.68	nan
Contig15296	213	0.535211267606	142	0.514084507042	71	0.577464788732	18	53.52	61.97	40.85	57.75	32.69	38.38	14.67	14.02	nan
Contig11139	509	0.444007858546	340	0.470588235294	169	0.390532544379	19	44.58	53.53	40.59	39.05	41.98	44.57	17.13	18.23	0.44
Contig46268	261	0.417624521073	174	0.431034482759	87	0.390804597701	15	41.76	47.13	39.08	39.08	39.85	42.52	16.27	18.04	nan
Contig11135	348	0.577586206897	232	0.495689655172	116	0.741379310345	24	57.76	55.17	43.97	74.14	34.73	40.24	16.51	19.11	0.36
Contig11131	269	0.531598513011	180	0.494444444444	89	0.606741573034	44	53.56	56.67	42.22	60.67	39.26	40.33	17.88	18.89	nan
Contig57427	294	0.496598639456	196	0.540816326531	98	0.408163265306	60	49.66	58.16	50.00	40.82	41.56	39.15	19.36	21.22	nan
Contig95676	249	0.457831325301	166	0.457831325301	83	0.457831325301	48	45.78	50.60	40.96	45.78	42.09	43.10	19.16	18.94	nan
Contig95675	228	0.368421052632	152	0.440789473684	76	0.223684210526	24	36.84	48.68	39.47	22.37	32.91	37.55	15.84	15.83	nan
Contig95672	318	0.437106918239	212	0.433962264151	106	0.443396226415	17	43.71	50.94	35.85	44.34	40.07	39.98	18.93	19.08	0.40
Contig70007	220	0.409090909091	147	0.469387755102	73	0.287671232877	19	41.10	48.65	45.21	28.77	33.84	37.15	16.30	18.20	nan
Contig409	290	0.579310344828	194	0.494845360825	96	0.75	121	58.33	54.64	44.33	75.00	34.84	39.68	18.42	17.66	nan
Contig408	1187	0.534962089301	792	0.477272727273	395	0.650632911392	47	53.59	59.34	36.11	65.06	44.67	47.44	22.63	24.70	0.33
Contig79729	234	0.611111111111	156	0.576923076923	78	0.679487179487	35	61.11	53.85	61.54	67.95	34.87	36.53	15.95	16.35	nan
Contig401	687	0.461426491994	458	0.443231441048	229	0.497816593886	178	46.14	48.47	40.17	49.78	48.41	48.58	22.60	22.47	0.34
Contig400	711	0.628691983122	474	0.559071729958	237	0.767932489451	155	62.87	64.56	47.26	76.79	42.87	52.11	21.79	26.77	0.22
Contig403	468	0.568376068376	312	0.509615384615	156	0.685897435897	157	56.84	55.13	46.79	68.59	40.71	46.36	20.32	21.50	0.37
Contig63706	316	0.51582278481	211	0.507109004739	105	0.533333333333	36	51.75	53.77	47.62	53.33	42.62	41.07	21.21	20.58	0.35
Contig79722	345	0.513043478261	230	0.473913043478	115	0.591304347826	21	51.30	58.26	36.52	59.13	41.69	44.22	20.57	21.21	0.41
Contig404	435	0.455172413793	290	0.444827586207	145	0.475862068966	217	45.52	49.66	39.31	47.59	48.25	49.80	23.31	24.59	0.22
Contig37423	228	0.5	152	0.480263157895	76	0.539473684211	19	50.00	60.53	35.53	53.95	32.20	33.60	14.48	13.86	nan
Contig37421	243	0.510288065844	162	0.549382716049	81	0.432098765432	21	51.03	61.73	48.15	43.21	39.72	39.09	19.89	19.68	nan
Contig37420	342	0.359649122807	228	0.372807017544	114	0.333333333333	16	35.96	49.12	25.44	33.33	38.88	41.97	15.82	19.70	0.30
Contig89057	357	0.411764705882	238	0.403361344538	119	0.428571428571	13	41.18	52.10	28.57	42.86	38.21	39.19	16.47	16.02	0.41
Contig37429	225	0.462222222222	150	0.42	75	0.546666666667	12	46.22	45.33	38.67	54.67	33.54	32.47	16.00	15.63	nan
Contig31447	504	0.422619047619	336	0.452380952381	168	0.363095238095	32	42.26	55.95	34.52	36.31	43.36	47.03	19.04	20.61	0.33
Contig31110	211	0.478672985782	141	0.553191489362	70	0.328571428571	26	48.10	66.20	44.29	32.86	35.62	38.47	15.30	19.03	nan
Contig87541	315	0.463492063492	210	0.433333333333	105	0.52380952381	15	46.35	56.19	30.48	52.38	38.70	40.35	16.68	17.33	0.36
Contig24282	315	0.393650793651	210	0.428571428571	105	0.32380952381	18	39.37	47.62	38.10	32.38	38.88	44.35	19.92	23.33	0.35
Contig60158	624	0.540064102564	416	0.432692307692	208	0.754807692308	38	54.01	46.63	39.90	75.48	39.09	46.79	17.92	23.40	0.32
Contig60152	215	0.409302325581	144	0.361111111111	71	0.507042253521	13	41.31	41.67	30.56	50.70	36.33	37.30	17.49	17.54	nan
