loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig1863	375	0.576	250	0.564	125	0.6	315	57.60	64.00	48.80	60.00	41.25	41.18	18.39	18.10	0.49
Contig29709	786	0.531806615776	524	0.522900763359	262	0.549618320611	178	53.18	58.40	46.18	54.96	48.46	49.68	25.18	25.89	0.28
Contig26045	387	0.472868217054	258	0.445736434109	129	0.527131782946	38	47.29	42.64	46.51	52.71	45.53	46.67	20.26	21.75	0.32
Contig30122	267	0.546816479401	178	0.634831460674	89	0.370786516854	24	54.68	76.40	50.56	37.08	42.85	44.02	20.02	21.99	nan
Contig90532	543	0.41620626151	362	0.364640883978	181	0.519337016575	44	41.62	45.30	27.62	51.93	43.29	43.85	18.66	18.95	0.41
Contig24667	1527	0.575638506876	1018	0.510805500982	509	0.705304518664	34	57.56	60.12	42.04	70.53	45.79	51.54	27.36	27.37	0.17
Contig30087	291	0.53264604811	194	0.536082474227	97	0.525773195876	58	53.26	50.52	56.70	52.58	41.05	42.35	19.79	20.35	nan
Contig15614	897	0.519509476031	598	0.496655518395	299	0.565217391304	322	51.95	56.52	42.81	56.52	47.98	49.33	24.87	24.83	0.24
Contig90535	435	0.524137931034	290	0.48275862069	145	0.606896551724	21	52.41	54.48	42.07	60.69	52.28	53.30	25.63	26.80	0.24
Contig34642	332	0.448795180723	222	0.468468468468	110	0.409090909091	78	45.15	50.45	43.24	40.91	41.34	45.17	20.80	21.23	0.30
Contig7604	882	0.469387755102	588	0.481292517007	294	0.445578231293	40	46.94	51.36	44.90	44.56	47.54	48.84	23.04	23.98	0.28
Contig96679	262	0.522900763359	175	0.554285714286	87	0.459770114943	117	52.49	63.64	47.13	45.98	43.58	44.46	22.89	22.99	nan
Contig25712	285	0.449122807018	190	0.442105263158	95	0.463157894737	67	44.91	42.11	46.32	46.32	36.43	38.70	17.35	17.73	nan
Contig9440	360	0.547222222222	240	0.541666666667	120	0.558333333333	32	54.72	59.17	49.17	55.83	46.39	47.20	23.30	24.44	0.28
Contig9442	1014	0.519723865878	676	0.454142011834	338	0.650887573964	259	51.97	52.37	38.46	65.09	47.59	50.07	25.77	26.43	0.25
Contig575	522	0.45785440613	348	0.445402298851	174	0.48275862069	64	45.79	56.90	32.18	48.28	45.44	45.61	20.96	20.87	0.38
Contig1463	915	0.491803278689	610	0.434426229508	305	0.606557377049	43	49.18	48.52	38.36	60.66	49.86	50.62	24.27	24.45	0.26
Contig24204	516	0.624031007752	344	0.648255813953	172	0.575581395349	59	62.40	61.63	68.02	57.56	38.51	41.59	19.55	21.03	0.35
Contig97213	2193	0.565891472868	1462	0.482900136799	731	0.731874145007	28	56.59	57.18	39.40	73.19	43.47	51.28	24.08	25.66	0.23
Contig36865	1128	0.523936170213	752	0.469414893617	376	0.632978723404	23	52.39	52.66	41.22	63.30	50.50	54.08	28.24	28.72	0.17
Contig18698	1248	0.49358974359	832	0.472355769231	416	0.536057692308	221	49.36	52.64	41.83	53.61	51.82	52.24	26.08	26.19	0.23
Contig91481	288	0.517361111111	192	0.515625	96	0.520833333333	25	51.74	50.00	53.12	52.08	38.15	40.86	16.14	17.95	nan
Contig36861	609	0.446633825944	406	0.440886699507	203	0.458128078818	39	44.66	55.67	32.51	45.81	49.60	50.40	24.06	24.17	0.28
Contig36863	396	0.429292929293	264	0.424242424242	132	0.439393939394	47	42.93	46.21	38.64	43.94	44.05	45.26	21.28	22.84	0.32
Contig1260	729	0.62962962963	486	0.5329218107	243	0.82304526749	91	62.96	63.37	43.21	82.30	35.39	46.78	18.03	24.78	0.31
Contig10662	330	0.581818181818	220	0.545454545455	110	0.654545454545	39	58.18	57.27	51.82	65.45	42.55	45.91	24.37	26.19	0.27
Contig30158	1383	0.494577006508	922	0.466377440347	461	0.550976138829	112	49.46	55.10	38.18	55.10	54.43	54.48	28.26	27.81	0.20
Contig10661	2463	0.45473000406	1642	0.484774665043	821	0.394640682095	67	45.47	46.53	50.43	39.46	54.53	57.13	28.35	29.92	0.13
Contig39919	1008	0.483134920635	672	0.4375	336	0.574404761905	54	48.31	50.30	37.20	57.44	52.36	54.29	27.77	28.71	0.19
Contig69035	306	0.555555555556	204	0.558823529412	102	0.549019607843	154	55.56	58.82	52.94	54.90	47.00	45.22	26.33	26.34	0.21
Contig11138	1479	0.503042596349	986	0.467545638945	493	0.574036511156	327	50.30	52.13	41.38	57.40	51.67	52.99	27.58	27.33	0.18
Contig22983	366	0.393442622951	244	0.356557377049	122	0.467213114754	27	39.34	36.07	35.25	46.72	22.51	21.58	9.86	8.98	nan
Contig30884	759	0.523056653491	506	0.46837944664	253	0.632411067194	39	52.31	53.36	40.32	63.24	47.39	49.69	24.48	25.23	0.26
Contig58919	294	0.414965986395	196	0.392857142857	98	0.459183673469	26	41.50	46.94	31.63	45.92	44.58	45.89	22.96	23.03	nan
Contig12241	276	0.5	184	0.467391304348	92	0.565217391304	28	50.00	50.00	43.48	56.52	43.63	45.26	21.38	22.79	nan
Contig29146	745	0.425503355705	497	0.432595573441	248	0.411290322581	24	42.61	48.19	38.31	41.13	49.43	51.09	25.05	25.84	0.24
Contig23458	203	0.571428571429	136	0.595588235294	67	0.522388059701	40	57.71	66.18	52.94	52.24	38.10	39.24	21.43	22.57	nan
Contig29143	321	0.439252336449	214	0.411214953271	107	0.495327102804	61	43.93	49.53	32.71	49.53	38.23	37.74	16.04	15.59	0.41
Contig51902	201	0.422885572139	134	0.410447761194	67	0.44776119403	29	42.29	40.30	41.79	44.78	36.93	38.21	16.68	17.38	nan
Contig16584	468	0.517094017094	312	0.528846153846	156	0.49358974359	640	51.71	51.28	54.49	49.36	40.89	42.73	20.34	21.66	0.33
Contig8004	1284	0.543613707165	856	0.463785046729	428	0.703271028037	99	54.36	56.54	36.21	70.33	46.70	50.76	25.25	25.63	0.25
Contig11918	234	0.534188034188	156	0.512820512821	78	0.576923076923	129	53.42	58.97	43.59	57.69	37.26	37.53	19.69	20.31	nan
Contig16580	264	0.55303030303	176	0.431818181818	88	0.795454545455	124	55.30	53.41	32.95	79.55	34.48	44.43	16.64	22.61	nan
Contig15906	939	0.4898828541	626	0.507987220447	313	0.453674121406	39	48.99	57.83	43.77	45.37	52.69	54.34	28.07	28.47	0.19
Contig7044	603	0.42951907131	402	0.422885572139	201	0.442786069652	32	42.95	45.27	39.30	44.28	49.62	48.86	23.35	23.97	0.34
Contig7041	258	0.468992248062	172	0.482558139535	86	0.441860465116	24	46.90	52.33	44.19	44.19	43.77	44.70	20.61	21.37	nan
Contig40408	552	0.480072463768	368	0.510869565217	184	0.41847826087	25	48.01	48.91	53.26	41.85	47.16	47.90	22.02	25.02	0.30
Contig7049	1221	0.47502047502	814	0.399262899263	407	0.626535626536	38	47.50	51.60	28.26	62.65	47.09	48.79	23.59	23.65	0.31
Contig406	828	0.557971014493	552	0.460144927536	276	0.753623188406	531	55.80	50.72	41.30	75.36	41.60	51.26	22.03	26.24	0.22
Contig43990	438	0.474885844749	292	0.496575342466	146	0.431506849315	31	47.49	55.48	43.84	43.15	41.91	44.01	21.86	22.24	0.36
