loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig10	3060	0.515032679739	2040	0.440196078431	1020	0.664705882353	97	51.5	53.24	34.8	66.47	48.63	54.88	24.82	27.12	0.21	1078	0.508348794063	nan	nan	1078	0.508348794063	2.00787655672383
Contig10000	362	0.5	242	0.51652892562	120	0.466666666667	54	50.28	54.55	48.76	46.67	42.96	44.07	20.55	21.34	0.38	nan	nan	nan	nan	nan	nan	-17.5005991145073
Contig10001	1029	0.557823129252	686	0.540816326531	343	0.591836734694	139	55.78	59.77	48.4	59.18	50.11	51.59	25	25.86	0.25	11332	0.459318743382	11332	0.459318743382	nan	nan	73.193435583975
Contig100026	864	0.582175925926	576	0.475694444444	288	0.795138888889	18	58.22	53.47	41.67	79.51	39.11	50.49	19.94	25.95	0.26	nan	nan	nan	nan	nan	nan	-65.8390443243554
Contig10003	750	0.56	500	0.526	250	0.628	60	56	61.2	44	62.8	46.56	50.23	25.09	24.73	0.3	266	0.353383458647	nan	nan	266	0.353383458647	-9.12911205234238
Contig100030	1646	0.595990279465	1098	0.551912568306	548	0.684306569343	21	59.67	59.93	50.46	68.43	48.74	54.91	24.74	28.13	0.21	nan	nan	nan	nan	nan	nan	-42.7643893381593
Contig100033	999	0.593593593594	666	0.537537537538	333	0.705705705706	16	59.36	55.26	52.25	70.57	46.52	54.45	23.45	27.88	0.21	nan	nan	nan	nan	nan	nan	-50.48909383781
Contig100036	690	0.591304347826	460	0.49347826087	230	0.786956521739	73	59.13	53.48	45.22	78.7	38.03	46.18	18.89	22.04	0.37	7304	0.431544359255	7006	0.425349700257	298	0.577181208054	-5.19209879408606
Contig100046	690	0.571014492754	460	0.458695652174	230	0.795652173913	25	57.1	55.65	36.09	79.57	36.66	47.23	18.32	26.13	0.24	396	0.494949494949	nan	nan	396	0.494949494949	-64.1563506700904
Contig100047	1277	0.594361785435	852	0.548122065728	425	0.687058823529	22	59.53	61.97	47.65	68.71	45.73	50.83	22.81	25.17	0.27	nan	nan	nan	nan	nan	nan	-42.4225571814335
