loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig1	333	0.363363363363	222	0.400900900901	111	0.288288288288	8	36.34	42.34	37.84	28.83	39.12	41.20	15.82	18.2	0.46	nan	nan	nan	nan	nan	nan	-6.60563648913601
Contig10	429	0.356643356643	286	0.381118881119	143	0.307692307692	8	35.66	44.76	31.47	30.77	41.40	46.25	21.08	22.4	0.29	nan	nan	nan	nan	nan	nan	-5.26497068322824
Contig100	1203	0.366583541147	802	0.397755610973	401	0.304239401496	20	36.66	47.38	32.17	30.42	41.45	51.84	21.94	26.41	0.32	1094	0.36197440585	1094	0.36197440585	nan	nan	5.61268146338423
Contig1000	714	0.436974789916	476	0.504201680672	238	0.302521008403	10	43.7	49.16	51.68	30.25	41.94	47.37	18.91	22.11	0.4	nan	nan	nan	nan	nan	nan	-8.40961726942828
Contig10000	321	0.439252336449	214	0.471962616822	107	0.373831775701	11	43.93	55.14	39.25	37.38	41.06	43.20	17.43	18.83	0.44	74	0.432432432432	nan	nan	74	0.432432432432	-7.23632686692155
Contig10002	411	0.450121654501	274	0.5	137	0.350364963504	8	45.01	51.09	48.91	35.04	43.74	48.38	23.5	22.98	0.3	nan	nan	nan	nan	nan	nan	-10.3923714607954
Contig10005	1428	0.40406162465	952	0.463235294118	476	0.285714285714	40	40.41	52.31	40.34	28.57	41.93	50.19	19.26	25.19	0.3	446	0.242152466368	446	0.242152466368	nan	nan	21.952051187225
Contig10007	265	0.471698113208	177	0.485875706215	88	0.443181818182	30	47.35	52.81	44.32	44.32	36.18	36.70	16.32	17.16	nan	nan	nan	nan	nan	nan	nan	11.62690249568
Contig10009	2379	0.421605716688	1586	0.438839848676	793	0.387137452711	12	42.16	47.67	40.1	38.71	49.20	53.17	25.39	28.27	0.2	nan	nan	nan	nan	nan	nan	-5.04124061746974
Contig1001	1053	0.38081671415	702	0.408831908832	351	0.324786324786	24	38.08	51.57	30.2	32.48	45.00	50.62	21.97	25.68	0.26	594	0.33164983165	424	0.337264150943	170	0.317647058824	8.84829528540632
Contig10010	1557	0.364804110469	1038	0.417148362235	519	0.260115606936	40	36.48	54.72	28.71	26.01	44.26	52.96	21.58	27.31	0.2	nan	nan	nan	nan	nan	nan	24.3282888143888
Contig10011	1530	0.396078431373	1020	0.419607843137	510	0.349019607843	11	39.61	46.67	37.25	34.9	47.27	52.89	22.17	25.75	0.27	nan	nan	nan	nan	nan	nan	-4.81642806965051
Contig1002	346	0.369942196532	231	0.424242424242	115	0.260869565217	10	37.1	43.97	40.87	26.09	35.29	44.23	16.07	21.15	0.41	nan	nan	nan	nan	nan	nan	-6.08714001444569
