loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig50599	217	0.391705069124	145	0.351724137931	72	0.472222222222	7	39.35	49.32	20.83	47.22	40.51	43.36	19.43	21.25	nan
Contig50597	301	0.365448504983	201	0.417910447761	100	0.26	7	36.67	50.50	33.00	26.00	35.63	41.28	15.45	19.77	nan
Contig56501	237	0.485232067511	158	0.613924050633	79	0.227848101266	6	48.52	59.49	63.29	22.78	36.02	34.85	15.33	19.62	nan
Contig26823	1275	0.37568627451	850	0.392941176471	425	0.341176470588	20	37.57	40.00	38.59	34.12	49.96	55.31	24.74	27.76	0.20
Contig56502	285	0.340350877193	190	0.384210526316	95	0.252631578947	6	34.04	43.16	33.68	25.26	39.10	48.35	17.17	22.14	nan
Contig26824	201	0.348258706468	134	0.380597014925	67	0.283582089552	6	34.83	43.28	32.84	28.36	33.20	36.94	12.60	15.21	nan
Contig17554	669	0.408071748879	446	0.448430493274	223	0.32735426009	26	40.81	52.47	37.22	32.74	46.63	52.19	24.12	27.32	0.20
Contig26829	537	0.389199255121	358	0.466480446927	179	0.234636871508	8	38.92	60.89	32.40	23.46	38.29	47.11	17.72	22.49	0.24
Contig38973	1053	0.366571699905	702	0.381766381766	351	0.336182336182	25	36.66	43.59	32.76	33.62	47.04	53.35	22.88	26.13	0.26
Contig15447	354	0.440677966102	236	0.474576271186	118	0.372881355932	35	44.07	56.78	38.14	37.29	38.92	41.72	18.08	20.36	0.33
Contig50337	302	0.433774834437	202	0.420792079208	100	0.46	6	43.67	38.61	45.54	46.00	43.10	45.35	21.87	24.46	nan
Contig12808	1554	0.438867438867	1036	0.476833976834	518	0.362934362934	45	43.89	46.14	49.23	36.29	44.58	49.89	21.46	25.50	0.27
Contig12809	699	0.47782546495	466	0.465665236052	233	0.502145922747	15	47.78	44.64	48.50	50.21	50.65	50.70	25.62	25.74	0.27
Contig18451	334	0.326347305389	223	0.345291479821	111	0.288288288288	7	32.73	39.29	29.73	28.83	36.36	42.79	16.89	20.89	0.27
Contig12805	230	0.45652173913	154	0.532467532468	76	0.302631578947	14	46.05	53.25	53.25	30.26	35.47	43.05	16.30	20.72	nan
Contig12806	1005	0.403980099502	670	0.428358208955	335	0.355223880597	45	40.40	48.66	37.01	35.52	49.35	55.03	25.10	27.96	0.19
Contig18452	252	0.535714285714	168	0.666666666667	84	0.27380952381	6	53.57	54.76	78.57	27.38	37.41	41.00	18.66	22.05	nan
Contig12800	850	0.422352941176	567	0.41975308642	283	0.427561837456	12	42.29	47.54	36.40	42.76	47.86	51.42	24.74	25.09	0.30
Contig12802	600	0.361666666667	400	0.4175	200	0.25	9	36.17	53.50	30.00	25.00	40.87	50.59	18.49	24.66	0.25
Contig12803	732	0.330601092896	488	0.372950819672	244	0.245901639344	6	33.06	41.39	33.20	24.59	38.64	49.07	20.16	25.03	0.25
Contig10668	516	0.412790697674	344	0.40988372093	172	0.418604651163	11	41.28	44.77	37.21	41.86	37.08	45.82	18.70	22.34	0.34
Contig15295	425	0.376470588235	284	0.454225352113	141	0.219858156028	7	37.83	56.34	34.51	21.99	34.34	41.84	15.89	19.79	0.45
Contig10665	261	0.432950191571	174	0.494252873563	87	0.310344827586	11	43.30	50.57	48.28	31.03	40.31	42.55	19.87	21.69	nan
Contig15290	273	0.322344322344	182	0.357142857143	91	0.252747252747	7	32.23	56.04	15.38	25.27	34.10	35.27	13.33	13.41	nan
Contig10663	295	0.410169491525	197	0.467005076142	98	0.295918367347	8	41.16	55.56	37.76	29.59	38.55	45.32	17.99	22.58	nan
Contig64071	375	0.368	250	0.376	125	0.352	7	36.80	41.60	33.60	35.20	39.78	44.13	19.24	21.71	0.33
Contig35208	600	0.368333333333	400	0.39	200	0.325	7	36.83	47.50	30.50	32.50	40.12	47.28	18.66	23.58	0.27
