loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig16128	836	0.459330143541	558	0.442652329749	278	0.492805755396	20	46.04	44.80	43.73	49.28	47.91	52.09	21.60	21.71	0.39
Contig16127	429	0.608391608392	286	0.534965034965	143	0.755244755245	75	60.84	60.84	46.15	75.52	38.07	44.76	17.97	22.67	0.37
Contig16124	477	0.524109014675	318	0.474842767296	159	0.622641509434	61	52.41	54.72	40.25	62.26	42.99	44.56	20.29	20.51	0.40
Contig16123	810	0.591358024691	540	0.542592592593	270	0.688888888889	218	59.14	62.22	46.30	68.89	44.48	50.25	24.04	24.64	0.26
Contig56502	766	0.620104438642	511	0.637964774951	255	0.58431372549	19	62.09	64.06	63.53	58.43	44.67	47.15	22.88	22.46	0.34
Contig20667	1434	0.424686192469	956	0.437238493724	478	0.399581589958	38	42.47	45.61	41.84	39.96	49.14	51.55	23.44	24.04	0.26
Contig50335	1026	0.500974658869	684	0.459064327485	342	0.584795321637	25	50.10	55.85	35.96	58.48	48.00	50.10	24.33	24.83	0.32
Contig17009	629	0.532591414944	420	0.509523809524	209	0.578947368421	28	53.43	52.86	49.05	57.89	45.61	45.78	23.40	21.66	0.37
Contig18459	1800	0.487222222222	1200	0.538333333333	600	0.385	26	48.72	51.33	56.33	38.50	49.64	52.41	25.12	27.19	0.23
Contig18458	1284	0.590342679128	856	0.551401869159	428	0.668224299065	58	59.03	64.25	46.03	66.82	44.35	49.40	23.73	23.97	0.32
Contig12808	3039	0.426127015466	2026	0.444225074038	1013	0.389930898322	69	42.61	48.67	40.18	38.99	50.97	54.43	25.51	26.71	0.22
Contig12809	224	0.495535714286	150	0.493333333333	74	0.5	245	50.00	52.00	46.67	50.00	37.13	37.73	17.07	16.63	nan
Contig18450	990	0.6	660	0.518181818182	330	0.763636363636	48	60.00	63.03	40.61	76.36	41.49	52.02	21.15	26.58	0.22
Contig18453	354	0.502824858757	236	0.504237288136	118	0.5	38	50.28	51.69	49.15	50.00	43.77	43.97	23.94	23.90	0.28
Contig60544	1203	0.579384871155	802	0.495012468828	401	0.74812967581	18	57.94	60.10	38.90	74.81	38.00	47.67	20.14	22.11	0.33
Contig14798	636	0.477987421384	424	0.436320754717	212	0.561320754717	40	47.80	43.40	43.87	56.13	45.34	46.41	23.53	23.89	0.30
Contig15299	1713	0.560420315236	1142	0.478108581436	571	0.725043782837	62	56.04	53.77	41.86	72.50	43.04	51.78	20.68	25.04	0.26
Contig10668	444	0.486486486486	296	0.415540540541	148	0.628378378378	133	48.65	53.38	29.73	62.84	42.41	47.18	21.62	23.60	0.34
Contig10666	1356	0.503687315634	904	0.451327433628	452	0.608407079646	139	50.37	48.01	42.26	60.84	48.75	51.45	24.40	25.73	0.24
Contig15296	1158	0.514680483592	772	0.431347150259	386	0.681347150259	109	51.47	50.26	36.01	68.13	46.12	52.44	22.26	25.33	0.29
Contig10665	939	0.463258785942	626	0.41214057508	313	0.565495207668	326	46.33	49.52	32.91	56.55	50.31	51.60	26.89	26.08	0.22
Contig10662	1269	0.496453900709	846	0.46926713948	423	0.550827423168	22	49.65	52.48	41.37	55.08	45.07	47.97	21.11	22.91	0.35
