loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig29709	309	0.433656957929	206	0.393203883495	103	0.514563106796	11	43.37	49.51	29.13	51.46	39.78	41.64	16.86	17.04	0.48
Contig29708	204	0.436274509804	136	0.492647058824	68	0.323529411765	13	43.63	50.00	48.53	32.35	36.05	38.09	19.74	21.54	nan
Contig80018	768	0.421875	512	0.478515625	256	0.30859375	34	42.19	51.17	44.53	30.86	44.36	51.16	22.13	25.56	0.24
Contig16121	220	0.454545454545	147	0.455782312925	73	0.452054794521	12	45.66	59.46	31.51	45.21	35.02	36.50	13.63	14.25	nan
Contig99419	341	0.392961876833	228	0.438596491228	113	0.300884955752	15	39.53	50.88	36.84	30.09	39.68	44.04	19.81	19.95	0.36
Contig38975	396	0.439393939394	264	0.454545454545	132	0.409090909091	25	43.94	47.73	43.18	40.91	42.74	44.62	18.64	19.60	0.38
Contig38971	651	0.423963133641	434	0.403225806452	217	0.465437788018	26	42.40	50.23	30.41	46.54	47.86	48.41	21.80	21.92	0.36
Contig60543	406	0.458128078818	271	0.490774907749	135	0.392592592593	18	45.93	55.88	42.22	39.26	39.54	42.59	17.57	20.43	0.40
Contig12800	396	0.386363636364	264	0.439393939394	132	0.280303030303	15	38.64	51.52	36.36	28.03	40.25	47.67	19.54	23.77	0.27
Contig18454	550	0.378181818182	367	0.41416893733	183	0.306010928962	20	37.89	50.54	32.24	30.60	42.24	49.48	20.23	24.90	0.29
Contig50333	1172	0.500853242321	782	0.450127877238	390	0.602564102564	39	50.17	53.45	36.57	60.26	48.66	51.26	23.70	24.66	0.31
Contig15290	219	0.529680365297	146	0.5	73	0.58904109589	22	52.97	45.21	54.79	58.90	35.53	37.12	14.99	15.28	nan
Contig15291	204	0.436274509804	136	0.448529411765	68	0.411764705882	41	43.63	64.71	25.00	41.18	38.72	38.82	17.95	18.51	nan
Contig71711	225	0.497777777778	150	0.46	75	0.573333333333	14	49.78	54.67	37.33	57.33	37.83	38.80	14.32	15.28	nan
Contig11139	561	0.461675579323	374	0.441176470588	187	0.502673796791	11	46.17	52.94	35.29	50.27	44.13	44.07	18.54	18.17	0.52
Contig11130	245	0.502040816327	164	0.493902439024	81	0.518518518519	12	50.62	47.56	51.22	51.85	39.05	40.47	20.28	19.94	nan
Contig97412	234	0.564102564103	156	0.5	78	0.692307692308	15	56.41	61.54	38.46	69.23	36.98	38.23	18.00	14.75	nan
Contig6262	234	0.252136752137	156	0.275641025641	78	0.205128205128	60	25.21	29.49	25.64	20.51	30.67	36.91	12.53	11.24	nan
Contig104021	351	0.464387464387	234	0.440170940171	117	0.512820512821	17	46.44	44.44	43.59	51.28	41.09	42.44	20.11	20.70	0.44
Contig70000	231	0.515151515152	154	0.584415584416	77	0.376623376623	11	51.52	62.34	54.55	37.66	35.49	36.56	16.03	19.12	nan
Contig40814	615	0.411382113821	410	0.417073170732	205	0.4	41	41.14	51.22	32.20	40.00	47.94	49.93	22.12	23.38	0.33
Contig107772	827	0.547762998791	552	0.518115942029	275	0.607272727273	58	54.91	63.41	40.22	60.73	44.36	46.31	21.92	21.98	0.37
Contig91316	720	0.597222222222	480	0.45625	240	0.879166666667	36	59.72	50.00	41.25	87.92	31.93	47.69	16.65	23.47	0.32
Contig40363	270	0.62962962963	180	0.561111111111	90	0.766666666667	15	62.96	67.78	44.44	76.67	31.12	36.97	16.00	15.24	nan
Contig99122	312	0.467948717949	208	0.5	104	0.403846153846	20	46.79	61.54	38.46	40.38	39.79	40.98	19.27	18.95	0.48
Contig101177	309	0.404530744337	206	0.432038834951	103	0.349514563107	19	40.45	47.57	38.83	34.95	41.50	43.82	19.97	20.62	0.37
Contig99120	264	0.560606060606	176	0.5	88	0.681818181818	24	56.06	65.91	34.09	68.18	35.66	40.33	17.60	17.97	nan
Contig401	1407	0.406538734897	938	0.439232409382	469	0.341151385928	101	40.65	48.83	39.02	34.12	46.85	51.06	22.55	25.89	0.27
Contig400	641	0.430577223089	428	0.406542056075	213	0.478873239437	59	43.19	49.07	32.24	47.89	43.13	44.92	20.39	20.40	0.44
Contig402	319	0.520376175549	213	0.521126760563	106	0.518867924528	60	52.20	54.21	50.00	51.89	41.08	41.26	19.75	19.85	0.46
Contig404	483	0.389233954451	322	0.422360248447	161	0.32298136646	41	38.92	40.37	44.10	32.30	37.72	43.14	18.25	19.06	0.39
Contig407	3528	0.49574829932	2352	0.509778911565	1176	0.46768707483	66	49.57	60.20	41.75	46.77	52.58	52.41	26.60	26.92	0.22
Contig406	804	0.554726368159	536	0.505597014925	268	0.652985074627	122	55.47	56.34	44.78	65.30	46.34	50.89	22.82	24.82	0.30
Contig96221	324	0.567901234568	216	0.546296296296	108	0.611111111111	45	56.79	65.74	43.52	61.11	40.81	42.85	19.56	20.12	0.36
Contig53622	303	0.50495049505	202	0.490099009901	101	0.534653465347	15	50.50	58.42	39.60	53.47	39.58	40.44	19.42	18.59	0.45
Contig53152	278	0.446043165468	186	0.494623655914	92	0.347826086957	21	44.93	59.14	39.78	34.78	44.39	46.81	20.60	22.55	nan
Contig53155	222	0.427927927928	148	0.439189189189	74	0.405405405405	12	42.79	51.35	36.49	40.54	39.54	38.99	20.28	18.95	nan
Contig83028	491	0.521384928717	328	0.469512195122	163	0.625766871166	38	52.35	57.32	36.59	62.58	40.00	43.03	19.40	20.85	0.45
Contig58862	321	0.595015576324	214	0.504672897196	107	0.775700934579	24	59.50	59.81	41.12	77.57	36.38	46.31	18.58	21.57	0.33
Contig31113	590	0.449152542373	394	0.502538071066	196	0.341836734694	24	45.07	54.82	45.69	34.18	45.66	50.12	22.53	25.65	0.19
Contig31443	267	0.385767790262	178	0.415730337079	89	0.325842696629	15	38.58	50.56	32.58	32.58	38.82	44.81	19.17	23.70	nan
Contig31442	218	0.412844036697	146	0.369863013699	72	0.5	14	41.67	45.21	28.77	50.00	35.98	37.70	16.47	17.80	nan
Contig31116	355	0.439436619718	237	0.464135021097	118	0.389830508475	13	44.07	53.78	38.98	38.98	38.62	41.59	17.80	19.02	0.46
Contig24285	246	0.475609756098	164	0.378048780488	82	0.670731707317	12	47.56	58.54	17.07	67.07	31.88	33.88	11.76	13.75	nan
Contig17299	638	0.443573667712	426	0.415492957746	212	0.5	37	44.50	56.34	26.76	50.00	48.73	47.95	23.54	23.33	0.32
Contig23834	273	0.421245421245	182	0.406593406593	91	0.450549450549	28	42.12	41.76	39.56	45.05	40.50	45.02	21.92	22.67	nan
Contig23836	451	0.412416851441	301	0.451827242525	150	0.333333333333	17	41.33	48.34	42.00	33.33	44.24	46.36	19.32	23.54	0.29
Contig99023	468	0.455128205128	312	0.455128205128	156	0.455128205128	16	45.51	55.77	35.26	45.51	42.76	43.72	21.01	21.30	0.32
Contig60152	1008	0.455357142857	672	0.462797619048	336	0.440476190476	39	45.54	58.33	34.23	44.05	50.58	51.05	24.52	24.89	0.29
Contig108627	252	0.47619047619	168	0.494047619048	84	0.440476190476	13	47.62	54.76	44.05	44.05	38.40	37.71	17.60	16.71	nan
Contig96099	306	0.522875816993	204	0.480392156863	102	0.607843137255	42	52.29	53.92	42.16	60.78	39.73	39.22	19.79	18.39	0.40
Contig57674	288	0.458333333333	192	0.442708333333	96	0.489583333333	12	45.83	50.00	38.54	48.96	37.23	37.08	16.22	16.42	nan
Contig15830	651	0.387096774194	434	0.428571428571	217	0.304147465438	15	38.71	48.39	37.33	30.41	42.55	48.94	19.01	23.20	0.26
Contig41020	381	0.49343832021	254	0.476377952756	127	0.527559055118	26	49.34	60.63	34.65	52.76	44.06	45.01	21.15	20.67	0.40
Contig46967	342	0.581871345029	228	0.473684210526	114	0.798245614035	34	58.19	55.26	39.47	79.82	34.85	44.01	17.75	21.25	0.34
Contig6398	284	0.535211267606	190	0.568421052632	94	0.468085106383	59	53.90	65.26	48.42	46.81	39.41	41.02	19.30	20.07	nan
Contig83594	261	0.432950191571	174	0.488505747126	87	0.32183908046	16	43.30	52.87	44.83	32.18	39.67	42.58	18.43	20.65	nan
Contig6391	285	0.585964912281	190	0.505263157895	95	0.747368421053	16	58.60	62.11	38.95	74.74	31.18	38.68	15.98	19.64	nan
Contig48504	998	0.414829659319	666	0.426426426426	332	0.39156626506	29	41.57	54.05	31.23	39.16	51.13	52.81	25.10	25.74	0.27
Contig6393	357	0.585434173669	238	0.579831932773	119	0.596638655462	34	58.54	58.82	57.14	59.66	36.98	38.21	17.49	17.84	0.54
Contig43770	241	0.439834024896	161	0.44099378882	80	0.4375	16	44.17	54.32	33.75	43.75	35.85	35.42	16.74	14.65	nan
Contig6395	291	0.498281786942	194	0.458762886598	97	0.577319587629	12	49.83	39.18	52.58	57.73	38.97	39.28	17.16	16.73	nan
Contig6396	222	0.504504504505	148	0.527027027027	74	0.459459459459	28	50.45	50.00	55.41	45.95	34.12	35.68	15.27	17.39	nan
Contig6397	483	0.4016563147	322	0.478260869565	161	0.248447204969	16	40.17	53.42	42.24	24.84	40.00	46.69	18.15	22.96	0.38
Contig72540	720	0.413888888889	480	0.40625	240	0.429166666667	34	41.39	48.33	32.92	42.92	44.94	46.75	21.45	20.89	0.38
Contig105932	520	0.451923076923	347	0.466858789625	173	0.421965317919	18	45.28	53.45	39.88	42.20	45.77	47.86	21.55	23.07	0.32
Contig21880	885	0.597740112994	590	0.584745762712	295	0.623728813559	78	59.77	68.14	48.81	62.37	44.77	47.62	22.16	22.35	0.35
Contig80418	258	0.372093023256	172	0.412790697674	86	0.290697674419	12	37.21	53.49	29.07	29.07	38.36	41.93	14.55	17.71	nan
Contig72893	201	0.537313432836	134	0.60447761194	67	0.402985074627	16	53.73	61.19	59.70	40.30	35.62	33.93	16.17	17.11	nan
Contig2728	288	0.517361111111	192	0.510416666667	96	0.53125	27	51.74	50.00	52.08	53.12	39.43	42.93	17.42	17.99	nan
Contig2897	315	0.488888888889	210	0.485714285714	105	0.495238095238	11	48.89	46.67	50.48	49.52	43.76	45.65	21.73	21.92	0.34
Contig2896	243	0.362139917695	162	0.364197530864	81	0.358024691358	26	36.21	40.74	32.10	35.80	35.54	37.73	17.23	16.72	nan
Contig2726	741	0.520917678812	494	0.502024291498	247	0.558704453441	75	52.09	58.70	41.70	55.87	46.89	49.45	23.35	24.21	0.29
Contig44438	300	0.573333333333	200	0.515	100	0.69	22	57.33	56.00	47.00	69.00	38.06	41.14	18.61	20.06	nan
Contig2722	210	0.471428571429	140	0.507142857143	70	0.4	63	47.14	54.29	47.14	40.00	34.69	35.78	17.73	18.32	nan
Contig97325	390	0.430769230769	260	0.446153846154	130	0.4	20	43.08	53.85	35.38	40.00	44.08	44.36	20.85	20.45	0.35
Contig102521	274	0.496350364964	183	0.464480874317	91	0.56043956044	15	49.82	56.52	36.26	56.04	35.08	35.06	15.52	16.34	nan
Contig9710	231	0.419913419913	154	0.383116883117	77	0.493506493506	13	41.99	50.65	25.97	49.35	36.92	37.37	13.95	14.09	nan
Contig7555	276	0.481884057971	184	0.505434782609	92	0.434782608696	11	48.19	56.52	44.57	43.48	41.53	42.62	17.71	18.22	nan
Contig5654	1143	0.391951006124	762	0.423884514436	381	0.328083989501	25	39.20	49.08	35.70	32.81	45.05	51.40	21.73	26.03	0.29
Contig108908	258	0.562015503876	172	0.56976744186	86	0.546511627907	22	56.20	56.98	56.98	54.65	40.91	41.02	17.51	17.44	nan
Contig6178	261	0.421455938697	174	0.402298850575	87	0.459770114943	108	42.15	32.18	48.28	45.98	36.66	37.63	18.88	18.21	nan
Contig6175	1194	0.43634840871	796	0.413316582915	398	0.482412060302	22	43.63	52.01	30.65	48.24	51.73	52.28	24.50	24.69	0.31
Contig3417	249	0.526104417671	166	0.542168674699	83	0.493975903614	16	52.61	59.04	49.40	49.40	40.75	41.23	23.86	24.47	nan
Contig3410	411	0.450121654501	274	0.470802919708	137	0.408759124088	14	45.01	54.74	39.42	40.88	45.33	47.41	21.94	23.37	0.30
Contig6172	605	0.446280991736	404	0.423267326733	201	0.492537313433	34	44.78	51.49	33.17	49.25	43.22	44.43	17.88	17.79	0.50
Contig6173	287	0.543554006969	192	0.520833333333	95	0.589473684211	18	54.74	61.46	42.71	58.95	41.39	42.36	20.98	21.23	nan
Contig72762	393	0.409669211196	262	0.416030534351	131	0.396946564885	18	40.97	48.09	35.11	39.69	39.69	40.74	16.80	15.96	0.45
Contig86419	943	0.569459172853	629	0.484896661367	314	0.738853503185	58	57.01	54.60	42.36	73.89	40.59	48.81	21.92	25.47	0.26
Contig2682	1830	0.465573770492	1220	0.453278688525	610	0.490163934426	75	46.56	52.13	38.52	49.02	49.98	51.92	24.68	25.08	0.26
Contig36462	321	0.464174454829	214	0.485981308411	107	0.420560747664	18	46.42	51.40	45.79	42.06	39.63	40.39	16.00	17.07	0.41
Contig36463	465	0.374193548387	310	0.422580645161	155	0.277419354839	17	37.42	45.81	38.71	27.74	36.66	42.45	18.42	22.36	nan
Contig68813	216	0.513888888889	144	0.444444444444	72	0.652777777778	12	51.39	48.61	40.28	65.28	36.45	38.78	18.03	18.88	nan
Contig2094	342	0.584795321637	228	0.548245614035	114	0.657894736842	30	58.48	69.30	40.35	65.79	38.97	41.59	19.79	19.19	0.42
Contig2093	426	0.467136150235	284	0.489436619718	142	0.422535211268	22	46.71	54.93	42.96	42.25	44.78	45.43	21.97	22.49	0.34
Contig2680	450	0.52	300	0.446666666667	150	0.666666666667	18	52.00	57.33	32.00	66.67	45.35	48.92	22.77	24.92	0.33
