loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig18369	549	0.344262295082	366	0.325136612022	183	0.382513661202	9	34.43	36.61	28.42	38.25	45.54	50.57	22.86	24.74	0.23
Contig38977	699	0.379113018598	466	0.381974248927	233	0.37339055794	22	37.91	36.91	39.48	37.34	47.25	50.79	22.77	24.64	0.32
Contig18458	327	0.34250764526	218	0.353211009174	109	0.321100917431	8	34.25	46.79	23.85	32.11	41.67	46.38	18.11	21.34	0.33
Contig18451	669	0.34379671151	446	0.358744394619	223	0.313901345291	10	34.38	41.26	30.49	31.39	44.67	45.85	21.59	21.51	0.37
Contig18450	1152	0.374131944444	768	0.411458333333	384	0.299479166667	12	37.41	48.44	33.85	29.95	44.51	48.63	20.98	22.81	0.22
Contig18454	663	0.387631975867	442	0.427601809955	221	0.307692307692	20	38.76	48.42	37.10	30.77	43.62	50.26	20.74	23.76	0.33
Contig18456	204	0.313725490196	136	0.316176470588	68	0.308823529412	23	31.37	36.76	26.47	30.88	34.76	39.96	15.64	16.90	nan
Contig10667	1146	0.35427574171	764	0.376963350785	382	0.30890052356	20	35.43	44.50	30.89	30.89	40.55	49.65	19.36	23.51	0.29
Contig10664	1608	0.376865671642	1072	0.414179104478	536	0.30223880597	16	37.69	48.13	34.70	30.22	47.01	55.41	22.75	28.08	0.18
Contig15290	221	0.371040723982	148	0.432432432432	73	0.246575342466	7	37.44	51.35	35.14	24.66	34.56	43.94	17.16	22.49	nan
Contig10663	621	0.391304347826	414	0.432367149758	207	0.309178743961	24	39.13	45.41	41.06	30.92	38.75	45.64	17.52	20.64	0.38
Contig15292	431	0.39211136891	288	0.475694444444	143	0.223776223776	12	39.39	52.08	43.06	22.38	37.52	46.08	15.94	22.68	0.32
Contig15293	603	0.394693200663	402	0.417910447761	201	0.348258706468	11	39.47	45.77	37.81	34.83	45.27	50.43	23.47	25.97	0.23
Contig155141	249	0.345381526104	166	0.349397590361	83	0.33734939759	7	34.54	40.96	28.92	33.73	33.93	39.16	16.36	19.50	nan
Contig155144	442	0.368778280543	295	0.383050847458	147	0.340136054422	9	36.96	45.95	30.61	34.01	46.48	50.38	23.65	26.65	0.23
Contig158397	393	0.348600508906	262	0.385496183206	131	0.274809160305	7	34.86	38.17	38.93	27.48	37.37	43.41	19.15	23.37	0.29
Contig158395	591	0.39255499154	394	0.434010152284	197	0.309644670051	7	39.26	39.09	47.72	30.96	43.99	48.71	19.71	23.98	0.29
Contig11135	792	0.358585858586	528	0.412878787879	264	0.25	22	35.86	47.73	34.85	25.00	39.29	47.45	18.25	20.99	0.32
Contig11133	582	0.35910652921	388	0.40206185567	194	0.273195876289	7	35.91	41.24	39.18	27.32	42.10	49.32	20.76	22.35	0.31
Contig8008	288	0.319444444444	192	0.380208333333	96	0.197916666667	49	31.94	48.96	27.08	19.79	33.52	42.75	15.24	20.60	nan
Contig8009	627	0.432216905901	418	0.519138755981	209	0.258373205742	18	43.22	55.02	48.80	25.84	39.90	47.65	19.34	23.45	0.36
Contig8006	435	0.36091954023	290	0.375862068966	145	0.331034482759	104	36.09	43.45	31.72	33.10	41.28	44.96	19.32	21.19	0.40
Contig160448	969	0.363261093911	646	0.377708978328	323	0.334365325077	15	36.33	42.72	32.82	33.44	43.37	49.32	19.54	23.89	0.30
Contig139836	305	0.383606557377	204	0.446078431373	101	0.257425742574	10	38.61	50.98	38.24	25.74	36.33	41.71	18.38	19.90	0.35
Contig139830	223	0.403587443946	149	0.469798657718	74	0.27027027027	7	40.54	44.00	50.00	27.03	38.08	43.55	16.17	20.93	nan
Contig53626	350	0.425714285714	234	0.448717948718	116	0.379310344828	15	42.82	46.15	43.59	37.93	41.98	46.73	19.98	22.43	0.36
Contig69149	330	0.357575757576	220	0.363636363636	110	0.345454545455	7	35.76	40.91	31.82	34.55	40.12	43.81	19.26	21.71	0.33
Contig31448	405	0.397530864198	270	0.381481481481	135	0.42962962963	29	39.75	38.52	37.78	42.96	41.70	41.50	18.81	19.35	0.26
Contig31447	2118	0.385741265345	1412	0.42492917847	706	0.307365439093	19	38.57	45.33	39.66	30.74	47.25	53.21	23.32	26.61	0.24
Contig88671	1353	0.376940133038	902	0.423503325942	451	0.283813747228	13	37.69	46.34	38.36	28.38	42.64	53.30	21.57	26.30	0.25
Contig31445	318	0.342767295597	212	0.367924528302	106	0.292452830189	7	34.28	36.79	36.79	29.25	38.17	46.13	16.57	21.29	0.39
Contig63163	360	0.363888888889	240	0.420833333333	120	0.25	10	36.39	47.50	36.67	25.00	37.26	47.75	16.21	21.29	0.33
Contig31440	882	0.366213151927	588	0.380952380952	294	0.336734693878	17	36.62	44.56	31.63	33.67	44.12	48.98	19.74	23.70	0.32
Contig23839	291	0.388316151203	194	0.422680412371	97	0.319587628866	7	38.83	35.05	49.48	31.96	40.67	45.34	20.27	23.70	nan
Contig23838	246	0.361788617886	164	0.408536585366	82	0.268292682927	10	36.18	37.80	43.90	26.83	37.56	43.45	18.14	22.14	nan
Contig35359	264	0.424242424242	176	0.448863636364	88	0.375	7	42.42	50.00	39.77	37.50	36.51	40.52	16.79	18.42	nan
Contig35358	447	0.328859060403	298	0.342281879195	149	0.302013422819	32	32.89	42.28	26.17	30.20	34.36	44.82	15.38	20.11	0.48
Contig35357	243	0.432098765432	162	0.5	81	0.296296296296	6	43.21	60.49	39.51	29.63	36.71	41.19	18.47	20.99	nan
Contig35354	324	0.361111111111	216	0.37962962963	108	0.324074074074	12	36.11	35.19	40.74	32.41	40.58	47.27	18.82	22.59	nan
Contig35353	1082	0.365064695009	722	0.387811634349	360	0.319444444444	19	36.57	51.52	26.04	31.94	47.70	48.25	22.66	24.66	0.23
Contig23830	544	0.384191176471	363	0.410468319559	181	0.331491712707	22	38.49	50.00	32.04	33.15	44.54	49.76	21.11	24.19	0.29
Contig23833	906	0.364238410596	604	0.380794701987	302	0.331125827815	10	36.42	43.05	33.11	33.11	43.59	52.20	21.26	26.22	0.18
Contig23832	366	0.387978142077	244	0.438524590164	122	0.286885245902	20	38.80	46.72	40.98	28.69	37.18	42.19	16.22	18.42	0.47
Contig15839	396	0.333333333333	264	0.378787878788	132	0.242424242424	8	33.33	42.42	33.33	24.24	33.20	41.89	14.50	21.06	0.30
Contig122461	447	0.335570469799	298	0.352348993289	149	0.302013422819	10	33.56	40.27	30.20	30.20	39.03	44.63	19.75	21.81	0.34
Contig15832	279	0.347670250896	186	0.403225806452	93	0.236559139785	10	34.77	32.26	48.39	23.66	36.53	43.81	16.04	19.44	nan
Contig15833	664	0.400602409639	443	0.426636568849	221	0.348416289593	11	40.12	47.75	37.56	34.84	44.08	50.57	21.48	24.26	0.30
Contig74497	381	0.393700787402	254	0.40157480315	127	0.377952755906	10	39.37	41.73	38.58	37.80	43.51	45.91	20.78	22.12	0.30
Contig15836	309	0.417475728155	206	0.461165048544	103	0.330097087379	15	41.75	48.54	43.69	33.01	39.23	41.82	18.26	19.49	0.43
Contig19328	499	0.422845691383	333	0.477477477477	166	0.313253012048	6	42.37	49.70	45.78	31.33	39.21	45.58	19.32	21.03	0.30
Contig19329	642	0.381619937695	428	0.434579439252	214	0.275700934579	8	38.16	47.66	39.25	27.57	39.71	48.99	20.82	26.23	0.23
Contig19320	420	0.380952380952	280	0.392857142857	140	0.357142857143	8	38.10	49.29	29.29	35.71	39.67	40.68	15.92	15.65	0.52
Contig19326	987	0.410334346505	658	0.401215805471	329	0.428571428571	36	41.03	44.07	36.17	42.86	49.68	52.22	24.25	26.27	0.23
Contig19327	237	0.392405063291	158	0.436708860759	79	0.303797468354	6	39.24	46.84	40.51	30.38	33.19	36.77	15.16	18.50	nan
Contig48055	591	0.373942470389	394	0.408629441624	197	0.304568527919	6	37.39	46.19	35.53	30.46	36.90	44.71	15.80	21.17	0.30
Contig48051	321	0.339563862928	214	0.401869158879	107	0.214953271028	11	33.96	54.21	26.17	21.50	33.26	38.68	13.97	16.73	0.59
Contig48053	354	0.392655367232	236	0.432203389831	118	0.313559322034	22	39.27	44.92	41.53	31.36	39.33	42.70	18.99	22.05	0.37
Contig17473	338	0.426035502959	226	0.446902654867	112	0.383928571429	8	42.86	46.90	42.48	38.39	42.32	44.97	21.39	23.18	0.25
Contig17470	336	0.401785714286	224	0.455357142857	112	0.294642857143	8	40.18	52.68	38.39	29.46	35.91	41.83	20.21	22.41	0.17
Contig17471	285	0.4	190	0.405263157895	95	0.389473684211	20	40.00	40.00	41.05	38.95	40.09	45.10	20.79	20.47	nan
Contig17477	318	0.279874213836	212	0.334905660377	106	0.169811320755	6	27.99	30.19	36.79	16.98	29.41	43.02	13.95	18.36	nan
Contig17475	312	0.358974358974	208	0.389423076923	104	0.298076923077	7	35.90	50.00	27.88	29.81	37.96	41.71	16.49	20.21	0.26
Contig118445	840	0.395238095238	560	0.416071428571	280	0.353571428571	16	39.52	47.50	35.71	35.36	44.62	50.85	23.60	25.24	0.27
Contig2729	489	0.441717791411	326	0.435582822086	163	0.453987730061	82	44.17	46.01	41.10	45.40	45.44	45.72	22.71	22.94	0.37
Contig110273	346	0.387283236994	231	0.4329004329	115	0.295652173913	6	38.84	45.69	40.87	29.57	40.15	47.27	21.17	24.08	0.31
Contig154433	398	0.404522613065	266	0.413533834586	132	0.386363636364	6	40.66	42.11	40.60	38.64	39.56	42.84	16.49	18.68	0.44
Contig2726	1128	0.343085106383	752	0.365691489362	376	0.297872340426	61	34.31	41.22	31.91	29.79	40.00	51.46	19.77	25.30	0.20
Contig2721	1080	0.380555555556	720	0.393055555556	360	0.355555555556	17	38.06	44.72	33.89	35.56	46.63	53.63	24.81	27.78	0.21
Contig2720	1062	0.383239171375	708	0.423728813559	354	0.302259887006	30	38.32	46.33	38.42	30.23	45.18	54.62	23.36	27.53	0.20
Contig2723	1334	0.372563718141	890	0.379775280899	444	0.358108108108	28	37.31	40.00	35.96	35.81	45.57	49.16	22.12	24.17	0.27
Contig2722	2019	0.436354631005	1346	0.519316493314	673	0.270430906389	24	43.64	54.98	48.89	27.04	45.61	52.19	23.18	27.55	0.20
Contig9841	468	0.41452991453	312	0.451923076923	156	0.339743589744	87	41.45	49.36	41.03	33.97	43.47	49.51	21.93	25.41	0.27
Contig9843	868	0.361751152074	579	0.376511226252	289	0.332179930796	12	36.22	43.45	31.83	33.22	46.64	52.23	22.14	25.43	0.27
Contig9842	1248	0.404647435897	832	0.453125	416	0.307692307692	47	40.46	42.31	48.32	30.77	45.08	56.46	22.15	29.44	0.16
Contig9845	594	0.326599326599	396	0.335858585859	198	0.308080808081	13	32.66	39.90	27.27	30.81	39.25	46.23	17.26	19.85	0.45
Contig9844	1263	0.347585114806	842	0.365795724466	421	0.311163895487	32	34.76	38.00	35.15	31.12	45.54	50.83	21.94	25.80	0.25
Contig9847	668	0.390718562874	446	0.45067264574	222	0.27027027027	37	39.19	50.22	39.91	27.03	41.12	50.05	18.90	24.44	0.29
Contig9846	981	0.385321100917	654	0.414373088685	327	0.327217125382	19	38.53	48.32	34.56	32.72	46.10	52.36	22.56	26.46	0.24
Contig67090	462	0.385281385281	308	0.409090909091	154	0.337662337662	9	38.53	44.16	37.66	33.77	39.79	43.67	18.67	21.44	0.31
Contig86418	270	0.296296296296	180	0.283333333333	90	0.322222222222	7	29.63	31.11	25.56	32.22	35.11	42.59	14.37	19.02	nan
Contig2097	1755	0.401709401709	1170	0.438461538462	585	0.328205128205	19	40.17	46.15	41.54	32.82	44.95	53.18	23.93	27.87	0.21
Contig2096	723	0.362378976487	482	0.406639004149	241	0.273858921162	19	36.24	36.51	44.81	27.39	41.42	49.10	18.14	24.57	0.28
