loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig16129	288	0.493055555556	192	0.489583333333	96	0.5	12	49.31	62.50	35.42	50.00	37.13	37.72	17.90	18.71	nan
Contig16128	486	0.584362139918	324	0.484567901235	162	0.783950617284	37	58.44	57.41	39.51	78.40	33.21	42.28	18.75	20.40	0.36
Contig16126	400	0.41	267	0.426966292135	133	0.375939849624	21	41.10	53.73	31.58	37.59	48.60	48.83	23.44	22.07	0.27
Contig50591	1461	0.394250513347	974	0.41067761807	487	0.361396303901	38	39.43	47.84	34.29	36.14	48.79	53.74	24.79	27.71	0.20
Contig82765	240	0.458333333333	160	0.45625	80	0.4625	12	45.83	58.75	32.50	46.25	37.39	38.41	17.27	17.09	nan
Contig38975	475	0.492631578947	317	0.466876971609	158	0.544303797468	21	49.37	52.20	41.14	54.43	41.38	44.08	21.02	20.98	0.44
Contig38976	543	0.401473296501	362	0.419889502762	181	0.364640883978	20	40.15	46.96	37.02	36.46	45.24	48.11	20.32	21.77	0.39
Contig35748	1030	0.436893203883	687	0.443959243086	343	0.422740524781	60	43.73	50.58	38.19	42.27	50.94	53.00	26.21	27.26	0.20
Contig79548	534	0.423220973783	356	0.466292134831	178	0.337078651685	16	42.32	55.06	38.20	33.71	45.18	46.57	20.32	24.15	0.27
Contig12807	444	0.427927927928	296	0.422297297297	148	0.439189189189	28	42.79	49.32	35.14	43.92	41.50	42.30	18.64	18.29	0.46
Contig35745	288	0.354166666667	192	0.354166666667	96	0.354166666667	21	35.42	40.62	30.21	35.42	39.81	45.78	17.14	20.31	nan
Contig12802	256	0.546875	171	0.479532163743	85	0.682352941176	32	54.90	53.49	42.35	68.24	35.80	38.00	15.68	18.02	nan
Contig67482	231	0.406926406926	154	0.461038961039	77	0.298701298701	16	40.69	61.04	31.17	29.87	33.74	37.10	12.60	16.10	nan
Contig71718	357	0.470588235294	238	0.449579831933	119	0.512605042017	33	47.06	52.94	36.97	51.26	41.40	41.38	19.08	19.47	0.37
Contig71717	225	0.395555555556	150	0.36	75	0.466666666667	11	39.56	44.00	28.00	46.67	38.62	51.35	15.43	14.40	nan
Contig10667	347	0.446685878963	232	0.439655172414	115	0.460869565217	24	44.93	57.76	30.17	46.09	42.76	43.38	20.09	20.38	0.34
Contig15296	894	0.441834451902	596	0.469798657718	298	0.385906040268	62	44.18	56.38	37.58	38.59	48.63	50.33	24.31	25.47	0.26
Contig10665	633	0.497630331754	422	0.471563981043	211	0.549763033175	65	49.76	61.61	32.70	54.98	38.45	40.97	18.23	19.88	0.44
Contig15292	209	0.593301435407	140	0.592857142857	69	0.594202898551	18	59.90	60.00	58.57	59.42	37.28	38.63	22.06	21.27	nan
Contig59964	213	0.483568075117	142	0.492957746479	71	0.464788732394	11	48.36	67.61	30.99	46.48	38.29	38.21	16.08	15.71	nan
Contig69852	424	0.485849056604	283	0.43816254417	141	0.581560283688	15	48.70	61.27	26.24	58.16	43.18	49.21	20.89	21.40	0.39
Contig70006	372	0.41935483871	248	0.407258064516	124	0.443548387097	12	41.94	50.00	31.45	44.35	42.35	43.62	17.70	18.36	0.49
Contig401	231	0.376623376623	154	0.37012987013	77	0.38961038961	115	37.66	38.96	35.06	38.96	35.04	37.73	13.95	15.76	nan
Contig405	513	0.592592592593	342	0.514619883041	171	0.748538011696	173	59.26	61.40	41.52	74.85	37.96	43.90	21.02	22.05	0.37
Contig407	249	0.461847389558	166	0.475903614458	83	0.433734939759	22	46.18	53.01	42.17	43.37	35.88	40.64	17.56	19.33	nan
Contig406	222	0.391891891892	148	0.364864864865	74	0.445945945946	24	39.19	39.19	33.78	44.59	38.69	42.06	19.34	20.35	nan
Contig56956	768	0.528645833333	512	0.552734375	256	0.48046875	105	52.86	66.41	44.14	48.05	49.93	51.16	24.68	24.89	0.26
Contig37422	207	0.458937198068	138	0.471014492754	69	0.434782608696	55	45.89	47.83	46.38	43.48	32.07	33.22	15.00	16.91	nan
