loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig100003	309	0.355987055016	206	0.354368932039	103	0.359223300971	41	35.6	34.95	35.92	35.92	41.15	44.62	19.66	21.37	0.37	nan	nan	nan	nan	nan	nan	-29.5926667305433
Contig100015	460	0.378260869565	307	0.351791530945	153	0.43137254902	231	37.91	38.31	32.03	43.14	40.82	44.76	20.35	21.32	0.36	nan	nan	nan	nan	nan	nan	161.104565242717
Contig100051	498	0.421686746988	332	0.472891566265	166	0.319277108434	181	42.17	52.41	42.17	31.93	43.4	47.31	19.43	24.32	0.27	96	0.104166666667	96	0.104166666667	nan	nan	82.4396902265567
Contig100066	225	0.373333333333	150	0.406666666667	75	0.306666666667	57	37.33	49.33	32	30.67	34.62	35.75	15.74	16.44	nan	182	0.230769230769	182	0.230769230769	nan	nan	-26.3069325105759
Contig100074	360	0.388888888889	240	0.4125	120	0.341666666667	73	38.89	50	32.5	34.17	39.6	41.56	16.79	20.15	0.38	nan	nan	nan	nan	nan	nan	-11.4306580376487
Contig100089	467	0.385438972163	312	0.387820512821	155	0.38064516129	193	38.71	50.64	26.92	38.06	45.01	46.73	22.95	22.62	0.28	186	0.430107526882	nan	nan	186	0.430107526882	113.700726053796
Contig100092	392	0.433673469388	262	0.458015267176	130	0.384615384615	144	43.59	56.49	35.11	38.46	46.2	47.42	23.76	23.31	0.27	nan	nan	nan	nan	nan	nan	50.4629174747197
Contig100113	219	0.420091324201	146	0.506849315068	73	0.246575342466	258	42.01	60.27	41.1	24.66	32.98	37.78	15.19	17.64	nan	nan	nan	nan	nan	nan	nan	150.587078739136
Contig100163	279	0.354838709677	186	0.354838709677	93	0.354838709677	98	35.48	45.16	25.81	35.48	38.12	40.16	13.71	16.67	nan	144	0.333333333333	nan	nan	144	0.333333333333	27.280615626856
Contig100164	1074	0.406890130354	716	0.425977653631	358	0.368715083799	38	40.69	46.93	38.27	36.87	48.19	52.83	24.85	25.56	0.23	nan	nan	nan	nan	nan	nan	-48.7335059650161
