loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig16129	470	0.508510638298	314	0.512738853503	156	0.5	34	51.07	47.13	55.41	50.00	45.20	45.56	24.28	24.43	0.32
Contig16128	429	0.578088578089	286	0.475524475524	143	0.783216783217	34	57.81	60.84	34.27	78.32	33.53	41.56	16.22	20.80	0.34
Contig29707	546	0.547619047619	364	0.447802197802	182	0.747252747253	31	54.76	49.45	40.11	74.73	39.31	44.98	17.36	20.55	0.35
Contig16124	557	0.511669658887	372	0.540322580645	185	0.454054054054	21	51.35	59.68	48.39	45.41	42.47	40.08	23.25	26.22	nan
Contig29701	282	0.528368794326	188	0.484042553191	94	0.617021276596	25	52.84	57.45	39.36	61.70	37.95	40.34	16.94	19.79	nan
Contig16121	1305	0.532567049808	870	0.504597701149	435	0.588505747126	28	53.26	57.93	42.99	58.85	50.00	51.74	25.32	25.69	0.27
Contig26825	582	0.568728522337	388	0.484536082474	194	0.737113402062	45	56.87	59.79	37.11	73.71	37.12	44.41	18.10	19.65	0.44
Contig56504	379	0.517150395778	253	0.521739130435	126	0.507936507937	42	51.85	55.91	48.41	50.79	39.85	41.13	19.63	20.17	0.39
Contig26829	345	0.48115942029	230	0.452173913043	115	0.539130434783	81	48.12	45.22	45.22	53.91	38.76	39.40	18.17	18.61	0.43
Contig85360	321	0.595015576324	214	0.551401869159	107	0.682242990654	24	59.50	62.62	47.66	68.22	38.98	43.78	17.89	19.94	0.39
Contig18451	528	0.537878787879	352	0.542613636364	176	0.528409090909	40	53.79	50.00	58.52	52.84	47.37	46.33	24.97	25.36	0.25
Contig15297	811	0.556103575832	541	0.512014787431	270	0.644444444444	33	55.68	58.67	43.70	64.44	44.92	47.92	21.27	22.11	0.36
Contig10662	352	0.372159090909	235	0.242553191489	117	0.632478632479	21	37.32	23.73	24.79	63.25	28.08	38.49	14.40	8.85	nan
Contig11137	1677	0.511627906977	1118	0.499105545617	559	0.536672629696	28	51.16	56.35	43.47	53.67	50.29	51.23	26.12	26.08	0.23
Contig8009	315	0.457142857143	210	0.4	105	0.571428571429	65	45.71	45.71	34.29	57.14	33.75	33.00	13.89	14.14	0.58
Contig8006	384	0.46875	256	0.4609375	128	0.484375	182	46.88	57.03	35.16	48.44	43.94	44.09	19.42	19.83	0.45
Contig8004	708	0.572033898305	472	0.578389830508	236	0.559322033898	126	57.20	58.05	57.63	55.93	49.89	50.74	25.80	26.40	0.26
Contig8001	621	0.507246376812	414	0.437198067633	207	0.647342995169	88	50.72	53.14	34.30	64.73	44.34	47.29	21.30	22.94	0.32
Contig53622	284	0.471830985915	190	0.473684210526	94	0.468085106383	162	47.52	55.79	38.95	46.81	39.64	40.75	17.95	18.66	nan
Contig89057	450	0.635555555556	300	0.526666666667	150	0.853333333333	34	63.56	60.67	44.67	85.33	34.30	44.71	18.90	22.79	0.27
Contig31447	242	0.578512396694	162	0.543209876543	80	0.65	28	58.33	61.73	46.91	65.00	38.50	42.52	21.44	21.23	nan
Contig31110	706	0.538243626062	471	0.581740976645	235	0.451063829787	32	53.90	70.34	45.96	45.11	47.78	47.40	25.37	24.93	0.25
Contig15617	5601	0.588823424389	3734	0.480985538297	1867	0.804499196572	70	58.88	62.77	33.42	80.45	37.38	49.89	19.04	24.53	0.29
Contig24283	1266	0.558451816746	844	0.509478672986	422	0.656398104265	31	55.85	59.72	42.18	65.64	45.01	48.97	23.29	24.78	0.27
Contig24281	702	0.475783475783	468	0.489316239316	234	0.448717948718	109	47.58	54.70	43.16	44.87	44.84	45.02	20.04	20.92	0.38
Contig23839	450	0.455555555556	300	0.453333333333	150	0.46	23	45.56	56.00	34.67	46.00	47.14	47.68	23.32	23.70	0.30
Contig23838	636	0.52358490566	424	0.478773584906	212	0.61320754717	26	52.36	56.60	39.15	61.32	48.89	52.44	25.92	26.46	0.22
Contig24285	552	0.490942028986	368	0.516304347826	184	0.440217391304	57	49.09	58.70	44.57	44.02	39.87	40.82	19.32	18.12	0.43
Contig17296	450	0.517777777778	300	0.526666666667	150	0.5	38	51.78	48.00	57.33	50.00	41.45	40.84	20.00	20.82	0.44
Contig17295	564	0.570921985816	376	0.534574468085	188	0.643617021277	21	57.09	63.83	43.09	64.36	41.29	45.17	18.67	19.31	0.42
Contig23830	294	0.540816326531	196	0.44387755102	98	0.734693877551	227	54.08	55.10	33.67	73.47	33.55	38.61	15.30	17.02	nan
Contig15839	405	0.528395061728	270	0.477777777778	135	0.62962962963	71	52.84	62.22	33.33	62.96	42.69	47.99	20.36	24.61	0.29
Contig41021	1126	0.434280639432	751	0.454061251664	375	0.394666666667	23	43.47	50.00	40.80	39.47	48.45	50.38	24.46	24.95	0.29
Contig74497	580	0.441379310345	387	0.462532299742	193	0.39896373057	49	44.21	65.46	26.94	39.90	42.36	42.05	20.92	20.12	0.31
Contig15837	939	0.501597444089	626	0.464856230032	313	0.575079872204	31	50.16	54.31	38.66	57.51	49.84	50.46	23.92	23.73	0.31
Contig52580	253	0.628458498024	169	0.627218934911	84	0.630952380952	22	63.10	75.29	50.00	63.10	31.39	36.76	19.22	21.30	nan
Contig19321	1178	0.47623089983	786	0.454198473282	392	0.520408163265	158	47.70	51.91	38.93	52.04	49.77	49.53	23.80	23.95	0.32
Contig14406	2511	0.491039426523	1674	0.461170848268	837	0.550776583035	36	49.10	53.17	39.07	55.08	51.11	52.83	26.08	26.49	0.23
Contig14405	3813	0.497770784159	2542	0.486624704957	1271	0.520062942565	61	49.78	51.46	45.87	52.01	54.57	53.54	27.75	26.56	0.21
Contig3157	393	0.508905852417	262	0.454198473282	131	0.618320610687	359	50.89	55.73	35.11	61.83	42.10	45.36	20.12	22.10	0.29
Contig6391	396	0.510101010101	264	0.477272727273	132	0.575757575758	290	51.01	60.61	34.85	57.58	45.24	48.26	23.24	23.96	0.28
Contig43777	237	0.548523206751	158	0.487341772152	79	0.670886075949	40	54.85	64.56	32.91	67.09	35.59	37.20	15.42	16.60	nan
Contig14408	1263	0.534441805226	842	0.477434679335	421	0.648456057007	122	53.44	61.05	34.44	64.85	45.72	49.20	23.28	23.41	0.30
Contig6397	405	0.565432098765	270	0.451851851852	135	0.792592592593	51	56.54	54.81	35.56	79.26	34.01	43.40	16.85	20.85	0.38
Contig12112	2349	0.462750106428	1566	0.438058748404	783	0.512132822478	25	46.28	50.19	37.42	51.21	45.16	51.23	23.68	26.04	0.26
Contig12113	999	0.507507507508	666	0.459459459459	333	0.603603603604	122	50.75	53.45	38.44	60.36	50.26	51.28	24.94	25.27	0.28
Contig17477	1590	0.565408805031	1060	0.538679245283	530	0.618867924528	27	56.54	53.02	54.72	61.89	48.42	51.47	24.95	26.52	0.25
Contig17474	252	0.460317460317	168	0.470238095238	84	0.440476190476	29	46.03	42.86	51.19	44.05	40.51	41.34	19.15	19.85	nan
Contig7473	486	0.62962962963	324	0.641975308642	162	0.604938271605	39	62.96	61.73	66.67	60.49	44.57	47.88	21.86	23.65	0.36
Contig21880	963	0.614745586708	642	0.56230529595	321	0.719626168224	81	61.47	53.58	58.88	71.96	41.78	48.68	20.11	26.33	0.26
Contig12119	369	0.449864498645	246	0.386178861789	123	0.577235772358	64	44.99	47.97	29.27	57.72	41.19	42.38	19.71	20.04	0.39
Contig74724	600	0.463333333333	400	0.4625	200	0.465	36	46.33	51.00	41.50	46.50	46.59	46.94	22.34	23.01	0.34
Contig2727	473	0.556025369979	316	0.506329113924	157	0.656050955414	266	55.84	56.96	44.30	65.61	41.72	43.90	20.05	20.62	0.38
Contig74721	1635	0.455657492355	1090	0.476146788991	545	0.414678899083	36	45.57	47.34	47.89	41.47	51.04	51.28	24.62	25.28	0.23
Contig2890	651	0.592933947773	434	0.546082949309	217	0.6866359447	80	59.29	53.00	56.22	68.66	43.41	47.78	24.32	26.06	0.26
Contig7558	651	0.546850998464	434	0.511520737327	217	0.617511520737	119	54.69	56.68	45.62	61.75	43.88	45.83	22.88	22.11	0.30
Contig44439	201	0.348258706468	134	0.388059701493	67	0.268656716418	21	34.83	31.34	46.27	26.87	32.74	35.13	11.13	16.02	nan
Contig7553	267	0.569288389513	178	0.47191011236	89	0.76404494382	78	56.93	55.06	39.33	76.40	33.54	37.74	15.89	15.70	nan
Contig9715	510	0.458823529412	340	0.470588235294	170	0.435294117647	82	45.88	54.12	40.00	43.53	42.29	49.22	20.63	25.68	0.24
Contig9714	459	0.531590413943	306	0.490196078431	153	0.614379084967	51	53.16	54.90	43.14	61.44	40.42	42.29	19.96	20.43	0.41
Contig9844	1290	0.489147286822	860	0.447674418605	430	0.572093023256	35	48.91	53.49	36.05	57.21	51.61	52.47	25.95	26.42	0.24
Contig3414	429	0.517482517483	286	0.458041958042	143	0.636363636364	351	51.75	59.44	32.17	63.64	42.26	56.80	20.60	22.08	0.31
Contig6177	288	0.53125	192	0.4375	96	0.71875	378	53.12	52.08	35.42	71.88	32.93	36.41	15.68	15.19	nan
Contig3411	1869	0.502407704655	1246	0.465489566613	623	0.576243980738	208	50.24	53.13	39.97	57.62	53.82	54.17	27.74	27.79	0.20
Contig3413	333	0.453453453453	222	0.405405405405	111	0.54954954955	57	45.35	45.95	35.14	54.95	42.55	42.32	20.32	19.61	0.42
Contig36464	501	0.562874251497	334	0.491017964072	167	0.706586826347	22	56.29	52.69	45.51	70.66	38.59	42.94	19.79	20.72	0.40
Contig44430	414	0.471014492754	276	0.420289855072	138	0.572463768116	47	47.10	50.72	33.33	57.25	40.97	42.44	20.27	20.63	0.44
Contig2094	387	0.573643410853	258	0.527131782946	129	0.666666666667	184	57.36	52.71	52.71	66.67	40.89	45.12	22.16	24.53	0.34
Contig2092	264	0.545454545455	176	0.5625	88	0.511363636364	60	54.55	59.09	53.41	51.14	38.91	39.52	17.89	17.63	nan
Contig2091	504	0.55753968254	336	0.488095238095	168	0.696428571429	386	55.75	58.33	39.29	69.64	35.39	39.92	17.76	18.65	0.46
Contig40882	282	0.517730496454	188	0.515957446809	94	0.521276595745	48	51.77	58.51	44.68	52.13	42.89	44.77	20.77	20.82	nan
Contig40881	490	0.555102040816	327	0.489296636086	163	0.687116564417	22	55.62	56.10	41.72	68.71	43.92	46.46	22.11	22.20	0.36
Contig64672	309	0.569579288026	206	0.529126213592	103	0.650485436893	26	56.96	64.08	41.75	65.05	40.95	46.62	20.30	22.84	0.34
Contig27064	372	0.451612903226	248	0.475806451613	124	0.403225806452	52	45.16	49.19	45.97	40.32	34.93	36.94	17.29	16.59	0.44
Contig84360	410	0.614634146341	274	0.56204379562	136	0.720588235294	36	61.76	62.77	49.64	72.06	37.90	45.57	19.99	26.21	0.19
Contig5659	768	0.532552083333	512	0.513671875	256	0.5703125	136	53.26	53.52	49.22	57.03	46.75	46.97	24.21	24.22	0.27
Contig22534	1434	0.513249651325	956	0.491631799163	478	0.556485355649	24	51.32	55.23	43.10	55.65	54.61	55.75	28.24	28.89	0.18
Contig18217	513	0.612085769981	342	0.573099415205	171	0.690058479532	37	61.21	57.31	57.31	69.01	40.09	43.80	20.48	21.90	0.35
Contig15448	396	0.505050505051	264	0.420454545455	132	0.674242424242	26	50.51	58.33	25.76	67.42	38.98	43.27	16.29	19.45	0.43
Contig13578	540	0.474074074074	360	0.472222222222	180	0.477777777778	23	47.41	52.78	41.67	47.78	45.55	46.88	22.66	23.06	0.34
Contig27399	768	0.509114583333	512	0.46484375	256	0.59765625	108	50.91	53.91	39.06	59.77	45.50	47.18	21.52	22.85	0.36
Contig27394	504	0.565476190476	336	0.517857142857	168	0.660714285714	21	56.55	63.69	39.88	66.07	41.88	44.28	20.84	22.89	0.34
Contig28567	211	0.578199052133	141	0.553191489362	70	0.628571428571	26	58.10	53.52	57.14	62.86	30.65	32.44	14.97	16.35	nan
Contig27397	681	0.488986784141	454	0.42731277533	227	0.612334801762	38	48.90	55.95	29.52	61.23	45.75	47.63	22.46	22.86	0.35
Contig28561	738	0.490514905149	492	0.455284552846	246	0.560975609756	27	49.05	54.88	36.18	56.10	45.24	45.68	21.51	21.66	0.35
Contig730	675	0.488888888889	450	0.46	225	0.546666666667	24	48.89	56.44	35.56	54.67	50.43	49.15	25.24	24.97	0.24
Contig5151	1512	0.581349206349	1008	0.541666666667	504	0.660714285714	173	58.13	51.39	56.94	66.07	41.97	46.34	23.87	23.89	0.26
Contig5150	243	0.40329218107	162	0.376543209877	81	0.456790123457	47	40.33	41.98	33.33	45.68	36.72	38.40	14.29	15.24	nan
Contig102416	657	0.558599695586	438	0.563926940639	219	0.547945205479	24	55.86	63.47	49.32	54.79	43.96	47.70	22.41	23.63	0.31
Contig22287	573	0.52705061082	382	0.46335078534	191	0.65445026178	51	52.71	54.97	37.70	65.45	44.98	47.38	23.59	25.48	0.28
Contig5159	856	0.607476635514	571	0.479859894921	285	0.863157894737	126	60.82	54.55	41.40	86.32	34.38	48.33	17.63	24.75	0.28
Contig981	1092	0.608058608059	728	0.614010989011	364	0.596153846154	217	60.81	69.23	53.57	59.62	48.38	50.83	26.27	25.80	0.18
