loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig29704	210	0.380952380952	140	0.407142857143	70	0.328571428571	17	38.10	50.00	31.43	32.86	33.56	35.68	14.29	14.97	nan
Contig16125	256	0.55078125	171	0.497076023392	85	0.658823529412	23	55.29	56.98	42.35	65.88	37.65	39.40	17.83	19.70	nan
Contig50591	402	0.519900497512	268	0.432835820896	134	0.694029850746	24	51.99	51.49	35.07	69.40	40.69	43.82	18.83	20.80	0.38
Contig60548	240	0.354166666667	160	0.40625	80	0.25	18	35.42	55.00	26.25	25.00	33.79	41.50	16.49	18.61	nan
Contig12802	282	0.429078014184	188	0.452127659574	94	0.382978723404	37	42.91	44.68	45.74	38.30	40.75	44.69	20.46	20.39	nan
Contig15296	414	0.536231884058	276	0.413043478261	138	0.782608695652	36	53.62	53.62	28.99	78.26	35.20	42.87	16.75	19.43	0.42
Contig10661	225	0.613333333333	150	0.56	75	0.72	27	61.33	70.67	41.33	72.00	31.43	38.13	17.74	18.66	nan
Contig78239	366	0.371584699454	244	0.381147540984	122	0.352459016393	14	37.16	38.52	37.70	35.25	41.36	44.29	17.43	18.44	0.38
Contig75014	285	0.515789473684	190	0.531578947368	95	0.484210526316	35	51.58	57.89	48.42	48.42	39.72	40.11	20.26	19.79	nan
Contig72782	258	0.492248062016	172	0.447674418605	86	0.581395348837	12	49.22	54.65	34.88	58.14	38.68	40.36	17.33	18.02	nan
Contig75012	402	0.669154228856	268	0.611940298507	134	0.783582089552	31	66.92	76.87	45.52	78.36	33.75	41.33	15.61	19.47	0.45
Contig75013	273	0.553113553114	182	0.472527472527	91	0.714285714286	33	55.31	63.74	30.77	71.43	34.28	38.12	15.21	14.77	nan
Contig91318	207	0.458937198068	138	0.492753623188	69	0.391304347826	12	45.89	49.28	49.28	39.13	38.72	40.72	14.78	15.69	nan
Contig99398	237	0.497890295359	158	0.424050632911	79	0.645569620253	16	49.79	54.43	30.38	64.56	31.74	32.59	12.37	12.28	nan
Contig91315	214	0.654205607477	143	0.524475524476	71	0.915492957746	35	65.73	72.22	32.39	91.55	28.77	43.51	16.34	18.64	nan
