loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig28627	2868	0.569386331939	1912	0.542887029289	956	0.622384937238	53	56.94	59.31	49.27	62.24	51.02	54.91	26.32	27.41	0.21
Contig29705	2178	0.637741046832	1452	0.593663911846	726	0.725895316804	34	63.77	65.84	52.89	72.59	41.56	49.97	21.43	23.94	0.32
Contig16125	705	0.524822695035	470	0.582978723404	235	0.408510638298	33	52.48	72.77	43.83	40.85	42.54	42.03	19.33	19.69	0.29
Contig50591	363	0.608815426997	242	0.52479338843	121	0.776859504132	22	60.88	57.85	47.11	77.69	31.44	42.75	16.48	20.37	0.38
Contig16120	240	0.445833333333	160	0.45	80	0.4375	22	44.58	46.25	43.75	43.75	31.44	34.78	12.18	11.87	nan
Contig38979	507	0.477317554241	338	0.46449704142	169	0.502958579882	120	47.73	55.62	37.28	50.30	45.53	46.57	22.11	22.22	0.40
Contig56507	1743	0.496270797476	1162	0.490533562823	581	0.507745266781	29	49.63	56.45	41.65	50.77	50.35	51.44	24.27	24.38	0.27
Contig17554	4935	0.461398176292	3290	0.471732522796	1645	0.440729483283	28	46.14	52.52	41.82	44.07	53.70	54.89	27.09	27.52	0.19
Contig38974	729	0.447187928669	486	0.448559670782	243	0.444444444444	24	44.72	49.79	39.92	44.44	52.30	53.28	26.95	27.14	0.21
Contig26828	213	0.582159624413	142	0.450704225352	71	0.845070422535	129	58.22	60.56	29.58	84.51	30.27	39.20	14.28	18.40	nan
Contig38977	2795	0.533452593918	1864	0.553111587983	931	0.494092373792	60	53.38	61.37	49.25	49.41	52.76	54.32	25.19	26.71	0.20
Contig38971	284	0.397887323944	190	0.405263157895	94	0.382978723404	221	40.07	49.47	31.58	38.30	32.66	36.77	13.01	16.49	nan
Contig39787	217	0.506912442396	145	0.531034482759	72	0.458333333333	28	50.93	65.75	40.28	45.83	32.35	35.09	12.13	12.14	nan
Contig18458	310	0.587096774194	207	0.574879227053	103	0.611650485437	222	58.90	65.38	49.51	61.17	37.91	39.08	16.77	18.88	0.47
Contig79542	234	0.568376068376	156	0.583333333333	78	0.538461538462	45	56.84	55.13	61.54	53.85	32.80	33.71	14.25	15.99	nan
Contig18450	2343	0.548015364917	1562	0.514084507042	781	0.615877080666	97	54.80	53.91	48.91	61.59	50.43	53.11	26.14	26.18	0.23
Contig12806	546	0.53663003663	364	0.489010989011	182	0.631868131868	58	53.66	53.30	44.51	63.19	43.51	44.12	23.70	23.36	0.29
Contig18455	289	0.432525951557	193	0.450777202073	96	0.395833333333	195	43.40	54.64	35.42	39.58	39.39	40.16	18.20	20.25	nan
