loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig100	1176	0.554421768707	784	0.463010204082	392	0.737244897959	337	55.44	52.3	40.31	73.72	39.40	47.46	18.73	22.02	0.31	652	0.576687116564	nan	nan	652	0.576687116564	216.227893959492
Contig10001	207	0.405797101449	138	0.355072463768	69	0.507246376812	49	40.58	30.43	40.58	50.72	31.64	37.20	11.08	11.86	nan	1328	0.353915662651	350	0.354285714286	978	0.353783231084	-48.961078337078
Contig100026	1350	0.508888888889	900	0.517777777778	450	0.491111111111	33	50.89	56.89	46.67	49.11	51.03	51.46	25.89	25.89	0.24	nan	nan	nan	nan	nan	nan	-79.5999413289144
Contig10005	3621	0.578017122342	2414	0.4942004971	1207	0.745650372825	71	57.8	53.52	45.32	74.57	44.06	53.95	23.09	27.00	0.22	17818	0.436861600629	16530	0.439564428312	1288	0.402173913043	-46.5865227487866
Contig10007	1101	0.479564032698	734	0.441416893733	367	0.555858310627	300	47.96	55.31	32.97	55.59	48.46	49.69	23.72	23.71	0.33	1322	0.447049924357	602	0.322259136213	720	0.551388888889	180.191231412831
Contig100079	2154	0.606778087279	1436	0.552924791086	718	0.714484679666	29	60.68	62.12	48.47	71.45	42.62	50.91	22.02	24.91	0.28	374	0.350267379679	374	0.350267379679	nan	nan	-71.0552312955333
Contig10008	999	0.48048048048	666	0.492492492492	333	0.456456456456	396	48.05	58.26	40.24	45.65	46.20	49.96	22.22	25.00	0.27	18858	0.316311379786	18566	0.31159108047	292	0.616438356164	278.242357197948
Contig10009	402	0.564676616915	268	0.570895522388	134	0.55223880597	430	56.47	54.48	59.7	55.22	46.79	49.21	25.22	25.83	0.25	23702	0.432537338621	4386	0.429548563611	19316	0.433215986747	335.284113235422
Contig100094	225	0.395555555556	150	0.38	75	0.426666666667	27	39.56	40	36	42.67	36.52	38.40	15.27	15.67	nan	594	0.405723905724	594	0.405723905724	nan	nan	-77.3464542786182
Contig100100	687	0.445414847162	458	0.445414847162	229	0.445414847162	31	44.54	47.16	41.92	44.54	42.09	43.79	22.22	22.30	0.3	168	0.47619047619	146	0.438356164384	22	0.727272727273	-89.2560499504245
