loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig1	819	0.377289377289	546	0.40293040293	273	0.326007326007	65	37.73	48.35	32.23	32.6	34.22	39.22	13.67	17.78	0.43	34	0.294117647059	34	0.294117647059	nan	nan	12.9714039766036
Contig10	537	0.532588454376	358	0.488826815642	179	0.620111731844	93	53.26	56.98	40.78	62.01	27.82	27.81	10.92	10.44	0.71	1802	0.335738068812	1802	0.335738068812	nan	nan	22.3957680511627
Contig100	432	0.451388888889	288	0.413194444444	144	0.527777777778	81	45.14	43.75	38.89	52.78	46.87	47.83	23.53	22.93	0.3	2780	0.393884892086	2116	0.395557655955	664	0.388554216867	27.0047625516888
Contig10003	657	0.490106544901	438	0.495433789954	219	0.479452054795	36	49.01	51.14	47.95	47.95	41.81	42.28	22.46	22.68	0.32	658	0.372340425532	658	0.372340425532	nan	nan	-37.6740541774924
Contig10013	1368	0.394005847953	912	0.40350877193	456	0.375	53	39.4	48.25	32.46	37.5	47.18	49.99	22.72	24.71	0.31	nan	nan	nan	nan	nan	nan	0.874944511760035
Contig10022	882	0.501133786848	588	0.573129251701	294	0.357142857143	36	50.11	58.16	56.46	35.71	49.23	51.39	22.5	26.46	0.17	nan	nan	nan	nan	nan	nan	-56.7493209639857
Contig10024	645	0.451162790698	430	0.437209302326	215	0.479069767442	50	45.12	57.67	29.77	47.91	39.61	42.27	16.38	18.05	0.49	1098	0.342440801457	1098	0.342440801457	nan	nan	-10.7794376994317
Contig10029	276	0.452898550725	184	0.516304347826	92	0.326086956522	36	45.29	56.52	46.74	32.61	33.07	36.35	12.06	16.78	nan	590	0.322033898305	590	0.322033898305	nan	nan	-43.9335327261444
Contig10030	264	0.42803030303	176	0.380681818182	88	0.522727272727	46	42.8	42.05	34.09	52.27	38.53	40.45	17.19	17.81	nan	nan	nan	nan	nan	nan	nan	-3.53487530653603
Contig1004	534	0.434456928839	356	0.438202247191	178	0.426966292135	34	43.45	53.37	34.27	42.7	35.27	35.99	13.45	14.37	0.63	240	0.329166666667	240	0.329166666667	nan	nan	-27.0871319060059
Contig10041	1116	0.456093189964	744	0.426075268817	372	0.516129032258	57	45.61	52.69	32.53	51.61	39.7	39.81	18.03	17.78	0.44	2318	0.349007765315	2318	0.349007765315	nan	nan	-0.438927095838316
Contig10047	601	0.415973377704	401	0.461346633416	200	0.325	59	41.67	55.22	37	32.5	44.8	49.49	22.91	26.18	0.2	136	0.360294117647	nan	nan	136	0.360294117647	-4.70719450990838
Contig1005	2271	0.444738000881	1514	0.419418758256	757	0.495376486129	90	44.47	49.93	33.95	49.54	48.34	47.74	23.6	23.77	0.28	1884	0.302016985138	1884	0.302016985138	nan	nan	34.4133155563256
Contig1006	270	0.525925925926	180	0.583333333333	90	0.411111111111	30	52.59	65.56	51.11	41.11	33.98	35.08	16.69	18.32	nan	600	0.325	600	0.325	nan	nan	-64.8071874794989
Contig10060	1032	0.482558139535	688	0.50726744186	344	0.433139534884	64	48.26	51.45	50	43.31	42.07	43.25	22.44	23.14	0.27	2708	0.275110782866	2708	0.275110782866	nan	nan	-13.6611226807052
Contig10064	1223	0.420278004906	816	0.43137254902	407	0.398034398034	40	42.1	50.74	35.54	39.8	47.2	48.57	24.05	24.98	0.28	nan	nan	nan	nan	nan	nan	-18.882048702968
Contig10065	1881	0.444976076555	1254	0.483253588517	627	0.368421052632	46	44.5	57.42	39.23	36.84	44.41	48.45	20.95	24.64	0.26	nan	nan	nan	nan	nan	nan	-22.07081529513
