loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig1861	309	0.546925566343	206	0.533980582524	103	0.572815533981	39	54.69	60.19	46.60	57.28	31.97	32.50	12.20	14.30	0.52
Contig1860	2040	0.430882352941	1360	0.451470588235	680	0.389705882353	49	43.09	50.88	39.41	38.97	49.25	52.79	23.31	26.55	0.22
Contig1867	249	0.44578313253	166	0.385542168675	83	0.566265060241	58	44.58	34.94	42.17	56.63	33.12	32.51	14.09	14.29	nan
Contig1866	1041	0.409221902017	694	0.462536023055	347	0.302593659942	41	40.92	54.47	38.04	30.26	37.69	41.79	16.97	21.07	0.39
Contig1865	945	0.420105820106	630	0.493650793651	315	0.273015873016	70	42.01	54.60	44.13	27.30	37.40	43.55	15.68	20.41	0.40
Contig1864	1377	0.417574437182	918	0.454248366013	459	0.344226579521	97	41.76	55.34	35.51	34.42	41.44	46.24	18.09	22.15	0.36
Contig1869	369	0.493224932249	246	0.524390243902	123	0.430894308943	50	49.32	57.72	47.15	43.09	40.37	40.76	19.70	20.06	0.40
Contig30653	258	0.410852713178	172	0.453488372093	86	0.325581395349	51	41.09	55.81	34.88	32.56	35.69	41.39	16.94	20.71	nan
Contig26822	1284	0.433021806854	856	0.480140186916	428	0.338785046729	42	43.30	53.97	42.06	33.88	43.14	47.62	20.30	23.50	0.31
Contig9445	800	0.42	534	0.434456928839	266	0.390977443609	57	42.11	51.69	35.21	39.10	39.89	41.49	17.18	20.49	0.35
Contig34643	258	0.484496124031	172	0.476744186047	86	0.5	59	48.45	62.79	32.56	50.00	34.56	34.76	16.72	17.23	nan
Contig7601	1161	0.428079242033	774	0.450904392765	387	0.382428940568	48	42.81	52.97	37.21	38.24	46.79	49.41	23.11	24.48	0.32
Contig7603	582	0.477663230241	388	0.461340206186	194	0.510309278351	33	47.77	51.55	40.72	51.03	43.35	44.35	22.67	22.44	0.35
Contig575	1317	0.410782080486	878	0.406605922551	439	0.419134396355	42	41.08	47.15	34.17	41.91	49.36	52.17	23.58	25.42	0.27
Contig571	825	0.518787878788	550	0.474545454545	275	0.607272727273	30	51.88	58.18	36.73	60.73	40.50	40.57	17.10	16.80	0.47
Contig570	710	0.42676056338	474	0.485232067511	236	0.309322033898	44	42.80	53.16	43.88	30.93	35.39	39.44	14.99	18.64	0.43
Contig573	450	0.402222222222	300	0.44	150	0.326666666667	34	40.22	46.00	42.00	32.67	39.42	44.39	16.54	21.35	0.33
Contig572	226	0.491150442478	151	0.443708609272	75	0.586666666667	30	49.33	55.26	33.33	58.67	35.15	39.25	14.48	14.92	nan
Contig1467	816	0.397058823529	544	0.430147058824	272	0.330882352941	29	39.71	46.32	39.71	33.09	42.00	44.80	19.55	23.04	0.34
Contig1465	509	0.408644400786	340	0.411764705882	169	0.402366863905	29	41.03	45.88	36.47	40.24	34.30	36.95	15.72	17.54	0.49
Contig9284	831	0.427196149218	554	0.469314079422	277	0.342960288809	139	42.72	55.23	38.63	34.30	44.60	48.63	22.30	24.91	0.32
Contig579	957	0.480668756531	638	0.438871473354	319	0.564263322884	42	48.07	54.23	33.54	56.43	48.59	50.12	23.34	23.93	0.33
Contig1461	1299	0.414164742109	866	0.454965357968	433	0.332563510393	26	41.42	55.66	35.33	33.26	43.83	49.21	22.31	25.28	0.27
Contig1268	327	0.474006116208	218	0.522935779817	109	0.376146788991	85	47.40	63.30	41.28	37.61	38.95	40.98	19.08	20.02	0.39
Contig1260	219	0.392694063927	146	0.397260273973	73	0.383561643836	26	39.27	42.47	36.99	38.36	33.97	37.97	13.33	14.97	nan
Contig1263	486	0.440329218107	324	0.373456790123	162	0.574074074074	30	44.03	39.51	35.19	57.41	41.77	42.94	20.73	20.46	0.32
Contig1265	207	0.487922705314	138	0.572463768116	69	0.31884057971	46	48.79	65.22	49.28	31.88	33.50	33.86	15.06	18.03	nan
Contig1267	717	0.428172942817	478	0.433054393305	239	0.418410041841	28	42.82	50.63	35.98	41.84	48.11	50.23	22.04	24.14	0.28
Contig1266	1023	0.397849462366	682	0.41348973607	341	0.366568914956	98	39.78	35.48	47.21	36.66	47.55	51.00	24.99	25.51	0.31
Contig2871	822	0.440389294404	548	0.432481751825	274	0.456204379562	29	44.04	53.65	32.85	45.62	44.38	44.87	20.61	21.78	0.30
Contig31203	297	0.491582491582	198	0.525252525253	99	0.424242424242	46	49.16	62.63	42.42	42.42	40.03	39.77	19.03	20.07	nan
Contig11135	261	0.44061302682	174	0.454022988506	87	0.413793103448	44	44.06	47.13	43.68	41.38	36.50	38.42	17.47	19.38	nan
Contig11137	672	0.470238095238	448	0.426339285714	224	0.558035714286	38	47.02	46.88	38.39	55.80	46.24	45.17	23.00	22.57	0.35
Contig5842	336	0.467261904762	224	0.473214285714	112	0.455357142857	26	46.73	46.43	48.21	45.54	36.94	36.52	16.06	16.83	0.47
Contig30880	1017	0.380530973451	678	0.426253687316	339	0.289085545723	36	38.05	48.67	36.58	28.91	42.75	50.13	19.98	25.81	0.23
Contig11132	891	0.425364758698	594	0.422558922559	297	0.430976430976	29	42.54	50.84	33.67	43.10	47.11	47.23	22.58	22.86	0.30
Contig11913	657	0.430745814307	438	0.465753424658	219	0.360730593607	33	43.07	49.32	43.84	36.07	44.96	47.74	23.46	24.16	0.33
Contig5656	426	0.483568075117	284	0.450704225352	142	0.549295774648	26	48.36	52.11	38.03	54.93	41.84	42.50	18.66	19.35	0.41
Contig409	1713	0.428488032691	1142	0.484238178634	571	0.316987740806	36	42.85	54.29	42.56	31.70	46.24	51.58	23.04	27.43	0.22
Contig408	1399	0.400285918513	933	0.427652733119	466	0.345493562232	63	40.06	48.61	36.91	34.55	46.24	51.43	20.99	25.34	0.25
Contig7044	583	0.421955403087	389	0.388174807198	194	0.489690721649	29	42.27	40.00	37.63	48.97	44.12	44.36	21.61	22.55	0.35
Contig15901	1251	0.43725019984	834	0.455635491607	417	0.400479616307	52	43.73	51.56	39.57	40.05	43.95	46.26	18.54	20.39	0.35
Contig7737	714	0.413165266106	476	0.430672268908	238	0.378151260504	41	41.32	50.84	35.29	37.82	46.50	46.11	23.60	24.87	0.29
Contig7040	708	0.415254237288	472	0.459745762712	236	0.326271186441	35	41.53	49.15	42.80	32.63	40.34	44.89	18.07	21.33	0.36
Contig13888	837	0.488649940263	558	0.421146953405	279	0.623655913978	34	48.86	52.33	31.90	62.37	44.09	45.44	21.60	21.52	0.37
Contig405	388	0.458762886598	259	0.467181467181	129	0.441860465116	68	45.99	53.08	40.31	44.19	34.75	36.35	15.32	16.86	0.55
Contig407	772	0.449481865285	515	0.467961165049	257	0.412451361868	41	45.01	48.45	45.14	41.25	42.89	45.66	19.67	21.11	0.43
Contig406	2555	0.491193737769	1704	0.481807511737	851	0.509988249119	152	49.16	55.28	41.08	51.00	45.45	45.80	21.75	21.85	0.33
Contig3657	624	0.416666666667	416	0.46875	208	0.3125	59	41.67	46.63	47.12	31.25	39.29	43.44	18.28	22.48	0.32
Contig13885	630	0.433333333333	420	0.459523809524	210	0.380952380952	29	43.33	54.76	37.14	38.10	46.00	47.03	23.68	25.48	0.32
Contig148	330	0.527272727273	220	0.490909090909	110	0.6	31	52.73	58.18	40.00	60.00	43.68	44.93	20.98	21.86	0.35
Contig17058	262	0.553435114504	175	0.531428571429	87	0.597701149425	27	55.56	61.36	44.83	59.77	34.05	34.10	16.81	16.94	nan
Contig17507	609	0.43842364532	406	0.48275862069	203	0.349753694581	33	43.84	58.13	38.42	34.98	43.40	45.89	22.17	24.83	0.32
Contig21358	270	0.425925925926	180	0.422222222222	90	0.433333333333	59	42.59	48.89	35.56	43.33	42.00	41.23	20.61	20.12	nan
Contig31440	252	0.452380952381	168	0.529761904762	84	0.297619047619	31	45.24	60.71	45.24	29.76	35.75	38.46	17.31	20.59	nan
Contig4889	351	0.452991452991	234	0.470085470085	117	0.418803418803	67	45.30	52.99	41.03	41.88	36.35	35.39	15.04	16.71	0.36
Contig30427	735	0.484353741497	490	0.485714285714	245	0.481632653061	74	48.44	55.10	42.04	48.16	36.10	36.49	15.48	16.11	0.43
Contig3966	402	0.412935323383	268	0.455223880597	134	0.328358208955	32	41.29	50.00	41.04	32.84	40.15	43.13	19.87	23.73	0.33
Contig6950	411	0.396593673966	274	0.423357664234	137	0.343065693431	27	39.66	49.64	35.04	34.31	41.33	46.62	21.18	22.46	0.33
Contig6951	417	0.520383693046	278	0.58273381295	139	0.395683453237	32	52.04	64.75	51.80	39.57	29.72	29.34	10.38	12.76	0.65
Contig3124	518	0.442084942085	346	0.508670520231	172	0.308139534884	54	44.38	49.71	52.02	30.81	42.56	48.59	21.08	24.35	0.33
Contig8714	600	0.436666666667	400	0.485	200	0.34	39	43.67	54.00	43.00	34.00	43.76	46.88	20.09	24.31	0.25
Contig3129	948	0.470464135021	632	0.473101265823	316	0.465189873418	38	47.05	58.54	36.08	46.52	49.40	50.74	24.70	25.89	0.25
Contig7131	354	0.474576271186	236	0.491525423729	118	0.440677966102	177	47.46	35.59	62.71	44.07	37.10	36.06	15.55	16.44	0.53
Contig7130	633	0.440758293839	422	0.42654028436	211	0.469194312796	229	44.08	47.39	37.91	46.92	38.07	38.03	15.46	15.72	0.50
Contig7425	450	0.402222222222	300	0.446666666667	150	0.313333333333	44	40.22	54.00	35.33	31.33	37.51	42.35	17.34	20.92	0.34
Contig22046	837	0.396654719235	558	0.390681003584	279	0.408602150538	27	39.67	48.75	29.39	40.86	46.62	47.81	21.81	23.26	0.38
Contig6304	1115	0.440358744395	744	0.471774193548	371	0.377358490566	47	44.12	48.92	45.43	37.74	47.84	50.57	23.69	25.72	0.28
Contig9661	297	0.505050505051	198	0.464646464646	99	0.585858585859	63	50.51	58.59	34.34	58.59	37.31	38.22	17.24	16.51	nan
Contig7420	1158	0.381692573402	772	0.413212435233	386	0.318652849741	35	38.17	42.49	40.16	31.87	42.45	46.99	19.03	23.75	0.31
Contig6399	678	0.445427728614	452	0.462389380531	226	0.411504424779	170	44.54	55.31	37.17	41.15	36.98	38.07	13.63	14.92	0.54
Contig4768	336	0.485119047619	224	0.540178571429	112	0.375	50	48.51	62.50	45.54	37.50	36.31	40.10	17.02	20.01	0.38
Contig10744	897	0.411371237458	598	0.461538461538	299	0.311036789298	43	41.14	52.51	39.80	31.10	46.15	51.97	25.08	27.68	0.22
Contig9734	560	0.5125	374	0.529411764706	186	0.478494623656	35	51.43	60.96	44.92	47.85	36.32	38.16	14.56	16.43	0.50
Contig6394	1125	0.452444444444	750	0.462666666667	375	0.432	47	45.24	47.73	44.80	43.20	50.04	51.18	24.81	26.29	0.26
Contig3384	501	0.479041916168	334	0.52994011976	167	0.377245508982	98	47.90	64.67	41.32	37.72	35.27	36.39	14.49	16.92	0.46
Contig3387	1821	0.4261394838	1214	0.471993410214	607	0.334431630972	32	42.61	53.87	40.53	33.44	50.19	55.42	25.04	28.78	0.16
Contig2729	619	0.436187399031	413	0.440677966102	206	0.427184466019	40	43.69	48.79	39.32	42.72	48.64	49.51	24.96	24.79	0.28
Contig1468	1086	0.438305709024	724	0.443370165746	362	0.42817679558	69	43.83	51.66	37.02	42.82	38.82	39.76	14.63	16.03	0.52
Contig3388	1593	0.419962335217	1062	0.457627118644	531	0.344632768362	30	42.00	54.05	37.48	34.46	44.42	48.64	20.57	24.54	0.34
Contig3389	312	0.387820512821	208	0.413461538462	104	0.336538461538	38	38.78	38.46	44.23	33.65	32.06	35.23	13.10	16.02	0.48
Contig2723	1632	0.446078431373	1088	0.493566176471	544	0.351102941176	73	44.61	57.54	41.18	35.11	40.90	45.52	18.39	22.26	0.31
Contig3634	759	0.494071146245	506	0.466403162055	253	0.549407114625	210	49.41	55.34	37.94	54.94	32.26	32.56	14.24	13.95	0.48
Contig8627	543	0.510128913444	362	0.453038674033	181	0.624309392265	194	51.01	52.49	38.12	62.43	30.34	32.64	13.92	12.39	0.54
