loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig1	429	0.503496503497	286	0.458041958042	143	0.594405594406	104	50.35	49.65	41.96	59.44	42.75	44.68	20.81	21.94	0.35	3690	0.472086720867	3690	0.472086720867	nan	nan	70.0640399889858
Contig100	385	0.397402597403	257	0.400778210117	128	0.390625	191	39.84	42.64	37.5	39.06	42.55	47.18	21.28	22.84	0.3	nan	nan	nan	nan	nan	nan	163.523986968111
Contig10018	933	0.424437299035	622	0.440514469453	311	0.392282958199	32	42.44	55.31	32.8	39.23	45.16	48.65	22.96	24.78	0.25	278	0.330935251799	nan	nan	278	0.330935251799	-0.13475103700857
Contig1002	1983	0.43822491175	1322	0.450832072617	661	0.413010590015	88	43.82	44.78	45.39	41.3	52.35	54.86	27.51	27.8	0.19	2294	0.495640802092	2294	0.495640802092	nan	nan	54.7856770276527
Contig1003	231	0.541125541126	154	0.590909090909	77	0.441558441558	14	54.11	59.74	58.44	44.16	40.96	39.94	23.94	24.65	nan	nan	nan	nan	nan	nan	nan	-17.0060512723049
Contig10050	237	0.405063291139	158	0.455696202532	79	0.303797468354	21	40.51	51.9	39.24	30.38	35.7	40.92	16.29	18.85	nan	nan	nan	nan	nan	nan	nan	-12.7077953794817
Contig10057	357	0.336134453782	238	0.357142857143	119	0.294117647059	23	33.61	46.22	25.21	29.41	37.71	46.11	16.29	18.86	0.45	nan	nan	nan	nan	nan	nan	-1.05021973775348
Contig1006	451	0.467849223947	301	0.471760797342	150	0.46	14	46.89	51.66	42.67	46	44.55	46.09	21.53	22.45	0.31	nan	nan	nan	nan	nan	nan	-21.1891613102613
Contig10062	198	0.368686868687	132	0.386363636364	66	0.333333333333	11	36.87	46.97	30.3	33.33	36.25	39.62	13.91	18.15	nan	nan	nan	nan	nan	nan	nan	-15.0553912901489
Contig10083	209	0.526315789474	140	0.55	69	0.478260869565	22	53.14	57.14	52.86	47.83	35.47	35.15	17.83	16.94	nan	nan	nan	nan	nan	nan	nan	-11.3548618888876
Contig10088	212	0.462264150943	142	0.464788732394	70	0.457142857143	18	46.67	47.89	45.07	45.71	35.21	35.51	19.42	18.91	nan	nan	nan	nan	nan	nan	nan	-16.5495412556936
Contig10108	1099	0.419472247498	733	0.446111869031	366	0.366120218579	28	41.99	58.31	30.87	36.61	47.56	49.93	22.19	23.08	0.3	nan	nan	nan	nan	nan	nan	-4.72648019936266
Contig1012	204	0.480392156863	136	0.514705882353	68	0.411764705882	12	48.04	52.94	50	41.18	34.3	36.16	17.8	19.65	nan	nan	nan	nan	nan	nan	nan	-23.362031369944
Contig10123	216	0.356481481481	144	0.375	72	0.319444444444	12	35.65	40.28	34.72	31.94	35.6	39.08	15.43	17.11	nan	nan	nan	nan	nan	nan	nan	-13.1366194284107
Contig10125	222	0.54954954955	148	0.459459459459	74	0.72972972973	12	54.95	56.76	35.14	72.97	33.48	36.88	14.6	16.54	nan	nan	nan	nan	nan	nan	nan	-22.0692654722398
Contig10138	417	0.41726618705	278	0.39928057554	139	0.453237410072	25	41.73	47.48	32.37	45.32	45.61	47.92	22.18	22.24	0.34	nan	nan	nan	nan	nan	nan	-2.31511009157455
Contig10143	345	0.559420289855	230	0.526086956522	115	0.626086956522	34	55.94	60.87	44.35	62.61	35.76	36.86	16.4	16.87	0.49	220	0.572727272727	220	0.572727272727	nan	nan	-0.695437558337829
