loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt
Contig28627	753	0.37583001328	502	0.388446215139	251	0.350597609562	12	37.58	43.82	33.86	35.06	43.03	48.97	20.23	23.49	0.28
Contig92292	396	0.376262626263	264	0.416666666667	132	0.295454545455	11	37.63	42.42	40.91	29.55	39.29	44.57	19.46	22.32	0.36
Contig29709	318	0.433962264151	212	0.485849056604	106	0.330188679245	10	43.40	49.06	48.11	33.02	38.42	42.79	17.14	18.42	0.36
Contig16128	1152	0.410590277778	768	0.44921875	384	0.333333333333	11	41.06	51.56	38.28	33.33	48.56	55.21	24.81	27.72	0.23
Contig29705	540	0.359259259259	360	0.408333333333	180	0.261111111111	8	35.93	53.89	27.78	26.11	36.83	47.63	15.72	21.73	0.33
Contig16126	224	0.357142857143	150	0.4	74	0.27027027027	7	36.04	48.00	32.00	27.03	36.38	40.99	17.17	18.48	nan
Contig72489	247	0.348178137652	165	0.387878787879	82	0.268292682927	7	34.96	37.35	40.24	26.83	28.51	35.98	9.72	14.72	nan
Contig16120	786	0.356234096692	524	0.37786259542	262	0.312977099237	11	35.62	38.93	36.64	31.30	42.43	48.28	20.39	23.98	0.33
Contig26821	1239	0.36400322841	826	0.417675544794	413	0.256658595642	23	36.40	46.49	37.05	25.67	42.39	53.26	20.38	26.18	0.18
Contig17555	384	0.421875	256	0.4921875	128	0.28125	9	42.19	55.47	42.97	28.12	39.97	45.96	21.64	22.75	0.29
Contig69785	621	0.380032206119	414	0.415458937198	207	0.309178743961	24	38.00	58.45	24.64	30.92	40.72	48.47	19.21	24.54	0.27
Contig56507	1545	0.343042071197	1030	0.384466019417	515	0.260194174757	16	34.30	39.81	37.09	26.02	43.53	53.33	20.27	26.36	0.27
Contig67485	696	0.334770114943	464	0.387931034483	232	0.228448275862	14	33.48	42.24	35.34	22.84	37.63	48.01	17.91	23.91	0.30
Contig38974	457	0.417943107221	305	0.468852459016	152	0.315789473684	6	41.89	48.37	45.39	31.58	37.32	44.73	18.58	22.91	0.37
Contig6561	1101	0.370572207084	734	0.403269754768	367	0.305177111717	7	37.06	44.96	35.69	30.52	44.64	53.24	21.56	25.98	0.24
Contig56447	627	0.33971291866	418	0.38995215311	209	0.239234449761	18	33.97	48.80	29.19	23.92	35.26	49.04	18.29	25.32	0.28
Contig21553	314	0.356687898089	210	0.371428571429	104	0.326923076923	6	35.90	41.90	32.38	32.69	37.26	39.44	16.58	19.32	0.38
Contig105638	852	0.347417840376	568	0.357394366197	284	0.327464788732	7	34.74	41.20	30.28	32.75	46.59	50.87	23.90	25.90	0.26
Contig60548	1117	0.354521038496	745	0.359731543624	372	0.344086021505	12	35.48	37.27	34.68	34.41	46.64	53.47	23.37	25.97	0.24
Contig79188	254	0.397637795276	170	0.447058823529	84	0.297619047619	6	40.08	45.88	43.53	29.76	41.23	44.08	22.58	24.04	nan
Contig58909	831	0.406738868833	554	0.424187725632	277	0.371841155235	11	40.67	48.74	36.10	37.18	49.21	52.82	23.03	25.24	0.26
Contig12808	279	0.351254480287	186	0.39247311828	93	0.268817204301	39	35.13	34.41	44.09	26.88	37.37	44.69	15.94	23.12	nan
Contig18450	243	0.37037037037	162	0.382716049383	81	0.345679012346	37	37.04	50.62	25.93	34.57	35.31	39.38	12.00	15.49	nan
Contig18453	435	0.427586206897	290	0.455172413793	145	0.372413793103	14	42.76	46.90	44.14	37.24	39.38	41.34	17.84	20.88	0.35
Contig18452	756	0.350529100529	504	0.390873015873	252	0.269841269841	22	35.05	44.44	33.73	26.98	40.03	50.55	18.60	23.60	0.32
Contig18454	570	0.375438596491	380	0.426315789474	190	0.273684210526	6	37.54	44.74	40.53	27.37	42.88	50.92	20.47	25.78	0.27
Contig18457	990	0.409090909091	660	0.422727272727	330	0.381818181818	42	40.91	44.55	40.00	38.18	47.84	51.85	22.15	25.34	0.27
Contig12803	414	0.415458937198	276	0.45652173913	138	0.333333333333	85	41.55	46.38	44.93	33.33	43.86	46.62	18.54	20.70	0.38
Contig107218	264	0.348484848485	176	0.397727272727	88	0.25	6	34.85	44.32	35.23	25.00	30.51	37.86	14.68	19.23	nan
Contig50332	243	0.271604938272	162	0.271604938272	81	0.271604938272	6	27.16	24.69	29.63	27.16	33.23	36.81	14.22	14.47	nan
Contig10669	1773	0.375070501974	1182	0.41116751269	591	0.302876480541	35	37.51	49.07	33.16	30.29	47.44	54.18	22.10	26.28	0.24
Contig15294	381	0.438320209974	254	0.433070866142	127	0.448818897638	18	43.83	41.73	44.88	44.88	43.45	45.92	19.05	20.92	0.30
Contig10667	837	0.372759856631	558	0.390681003584	279	0.336917562724	68	37.28	43.01	35.13	33.69	48.55	54.32	24.20	28.21	0.17
Contig10664	876	0.390410958904	584	0.482876712329	292	0.205479452055	8	39.04	41.44	55.14	20.55	38.14	50.71	19.28	27.05	0.26
Contig10662	903	0.357696566999	602	0.388704318937	301	0.295681063123	13	35.77	42.86	34.88	29.57	43.34	53.02	22.68	26.86	0.25
Contig15446	351	0.358974358974	234	0.380341880342	117	0.316239316239	7	35.90	44.44	31.62	31.62	37.57	39.41	17.29	15.04	nan
Contig15293	588	0.421768707483	392	0.451530612245	196	0.362244897959	23	42.18	47.45	42.86	36.22	46.04	48.71	23.31	26.08	0.25
Contig45007	732	0.362021857923	488	0.426229508197	244	0.233606557377	13	36.20	47.95	37.30	23.36	40.47	50.76	19.62	26.46	0.25
Contig75018	563	0.38188277087	376	0.420212765957	187	0.304812834225	8	38.32	44.15	39.89	30.48	42.64	48.26	21.61	23.82	0.29
Contig11135	2598	0.472286374134	1732	0.465935334873	866	0.484988452656	60	47.23	56.93	36.26	48.50	46.16	48.38	21.55	22.74	0.24
Contig11137	446	0.437219730942	298	0.510067114094	148	0.290540540541	14	43.92	59.06	42.95	29.05	40.95	43.48	17.58	22.80	0.31
Contig11131	561	0.340463458111	374	0.366310160428	187	0.288770053476	17	34.05	36.90	36.36	28.88	39.72	47.29	17.84	20.83	0.32
Contig11130	350	0.337142857143	234	0.393162393162	116	0.224137931034	10	33.91	47.86	30.77	22.41	34.34	43.34	16.46	20.89	0.27
Contig69855	424	0.358490566038	283	0.371024734982	141	0.333333333333	19	35.93	40.85	33.33	33.33	42.72	48.08	18.38	21.87	0.31
Contig14792	240	0.3375	160	0.3625	80	0.2875	8	33.75	38.75	33.75	28.75	36.80	40.30	15.93	19.66	nan
Contig40365	255	0.454901960784	170	0.511764705882	85	0.341176470588	9	45.49	41.18	61.18	34.12	26.77	28.65	14.33	15.18	nan
Contig91319	456	0.414473684211	304	0.411184210526	152	0.421052631579	7	41.45	46.71	35.53	42.11	43.18	43.75	17.64	18.89	0.37
Contig102211	483	0.395445134576	322	0.419254658385	161	0.347826086957	15	39.54	49.69	34.16	34.78	42.83	48.79	20.63	23.22	0.32
Contig8006	231	0.380952380952	154	0.409090909091	77	0.324675324675	9	38.10	37.66	44.16	32.47	35.79	41.05	14.40	19.04	nan
Contig8007	1545	0.37216828479	1030	0.404854368932	515	0.306796116505	15	37.22	43.50	37.48	30.68	43.01	52.34	21.62	25.96	0.28
Contig8004	819	0.37851037851	546	0.432234432234	273	0.271062271062	6	37.85	52.01	34.43	27.11	41.76	48.90	21.10	25.76	0.30
Contig70003	246	0.394308943089	164	0.457317073171	82	0.268292682927	6	39.43	48.78	42.68	26.83	36.91	43.15	19.14	20.36	nan
Contig8002	723	0.349930843707	482	0.398340248963	241	0.253112033195	36	34.99	46.89	32.78	25.31	39.90	49.91	18.43	22.65	0.36
Contig8003	405	0.375308641975	270	0.433333333333	135	0.259259259259	11	37.53	51.85	34.81	25.93	37.34	43.97	17.92	23.21	0.34
Contig8001	2046	0.410557184751	1364	0.453079178886	682	0.325513196481	31	41.06	56.45	34.16	32.55	44.60	50.93	21.42	25.27	0.30
Contig57719	267	0.367041198502	178	0.38202247191	89	0.337078651685	9	36.70	40.45	35.96	33.71	33.61	38.00	15.36	18.95	nan
Contig90120	486	0.345679012346	324	0.398148148148	162	0.240740740741	12	34.57	46.30	33.33	24.07	36.63	45.34	16.14	18.80	0.43
Contig99124	861	0.35656213705	574	0.419860627178	287	0.229965156794	23	35.66	44.60	39.37	23.00	37.99	50.73	18.16	25.31	0.24
Contig26820	384	0.3515625	256	0.328125	128	0.3984375	10	35.16	39.84	25.78	39.84	41.12	43.93	18.77	20.98	0.31
Contig100546	294	0.343537414966	196	0.397959183673	98	0.234693877551	9	34.35	39.80	39.80	23.47	38.82	45.97	18.95	22.99	nan
Contig97394	422	0.395734597156	282	0.450354609929	140	0.285714285714	7	39.76	55.32	34.75	28.57	41.87	48.90	22.19	25.15	0.29
Contig15612	1749	0.36649514008	1166	0.379073756432	583	0.341337907376	24	36.65	40.65	35.16	34.13	43.93	51.49	22.40	24.56	0.30
Contig407	531	0.34274952919	354	0.375706214689	177	0.276836158192	20	34.27	44.63	30.51	27.68	41.36	47.99	21.26	23.08	0.34
Contig53629	350	0.345714285714	234	0.397435897436	116	0.241379310345	7	34.77	47.01	32.48	24.14	36.38	44.44	14.98	19.25	0.52
Contig58868	201	0.363184079602	134	0.402985074627	67	0.283582089552	6	36.32	49.25	31.34	28.36	34.32	39.14	15.76	14.84	nan
Contig96895	225	0.364444444444	150	0.4	75	0.293333333333	7	36.44	53.33	26.67	29.33	37.74	41.25	17.28	17.82	nan
Contig91506	468	0.352564102564	312	0.36858974359	156	0.320512820513	7	35.26	42.95	30.77	32.05	44.39	49.32	21.65	24.04	0.29
Contig53151	324	0.407407407407	216	0.467592592593	108	0.287037037037	8	40.74	50.93	42.59	28.70	39.18	45.16	16.25	20.87	0.38
