loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig10	1881	0.387028176502	1254	0.381977671451	627	0.397129186603	31	38.7	42.26	34.13	39.71	51.09	54.80	24.76	26.83	0.21	934	0.347965738758	934	0.347965738758	nan	nan	-76.6475515493946
Contig1000	4998	0.420968387355	3332	0.452280912365	1666	0.358343337335	46	42.1	49.4	41.06	35.83	50.78	55.81	26.94	29.40	0.13	5332	0.481807951988	5332	0.481807951988	nan	nan	-87.5802974873201
Contig10002	601	0.46921797005	401	0.456359102244	200	0.495	94	47	51.24	40	49.5	52.08	50.92	27.12	26.85	0.22	1946	0.65210688592	nan	nan	1946	0.65210688592	-39.56903387163
Contig10005	345	0.478260869565	230	0.430434782609	115	0.573913043478	60	47.83	50.43	35.65	57.39	46.92	48.04	23.90	24.90	0.31	190	0.378947368421	nan	nan	190	0.378947368421	-70.4516539901947
Contig10006	999	0.395395395395	666	0.435435435435	333	0.315315315315	69	39.54	47.15	39.94	31.53	46.34	50.75	22.76	24.29	0.3	2562	0.290398126464	2302	0.286272806255	260	0.326923076923	-62.6391909016173
Contig10009	258	0.480620155039	172	0.360465116279	86	0.720930232558	160	48.06	43.02	29.07	72.09	38.62	43.60	17.54	18.52	nan	800	0.325	800	0.325	nan	nan	62.7723696246483
Contig10013	1005	0.564179104478	670	0.483582089552	335	0.725373134328	190	56.42	59.1	37.61	72.54	43.85	50.49	21.55	24.10	0.28	1554	0.361647361647	nan	nan	1554	0.361647361647	60.5824778343957
Contig10016	956	0.325313807531	638	0.358934169279	318	0.25786163522	111	32.6	43.26	28.53	25.79	42.22	50.47	19.79	24.12	0.3	nan	nan	nan	nan	nan	nan	14.465299148411
Contig10017	604	0.526490066225	403	0.483870967742	201	0.611940298507	250	52.74	59.41	37.31	61.19	44.91	45.31	21.86	21.98	0.34	nan	nan	nan	nan	nan	nan	120.662141208553
Contig10019	1045	0.392344497608	697	0.476327116212	348	0.224137931034	92	39.27	40.4	54.89	22.41	40.58	49.86	17.47	27.09	0.24	nan	nan	nan	nan	nan	nan	-39.2388109786255
Contig1002	258	0.600775193798	172	0.558139534884	86	0.686046511628	169	60.08	67.44	44.19	68.6	37.50	34.82	19.72	14.99	nan	nan	nan	nan	nan	nan	nan	64.5228828033895
Contig10025	1116	0.543906810036	744	0.48252688172	372	0.666666666667	128	54.39	53.23	43.28	66.67	50.86	56.43	27.27	29.15	0.16	1656	0.326690821256	1368	0.341374269006	288	0.256944444444	-1.7049358055269
Contig10029	926	0.577753779698	618	0.53074433657	308	0.672077922078	53	57.9	56.96	49.19	67.21	48.71	52.44	23.57	27.14	0.23	nan	nan	nan	nan	nan	nan	-59.907797316863
Contig1003	1938	0.427760577915	1292	0.40866873065	646	0.465944272446	34	42.78	47.37	34.37	46.59	55.26	56.73	29.40	29.37	0.17	nan	nan	nan	nan	nan	nan	-87.6251415572546
Contig10030	684	0.469298245614	456	0.412280701754	228	0.583333333333	34	46.93	49.12	33.33	58.33	48.84	49.80	23.64	24.53	0.29	876	0.415525114155	822	0.396593673966	54	0.703703703704	-89.2630264784547
Contig10032	1253	0.550678371907	836	0.505980861244	417	0.640287769784	182	55.16	56.22	44.98	64.03	49.53	55.48	24.83	28.12	0.18	nan	nan	nan	nan	nan	nan	59.9543823869292
