loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig100028	229	0.419213973799	153	0.457516339869	76	0.342105263158	10	42.11	45.45	46.05	34.21	40.84	43.25	18.83	18.98	nan	nan	nan	nan	nan	nan	nan	-19.6831894873976
Contig10006	1074	0.438547486034	716	0.501396648045	358	0.312849162011	26	43.85	53.07	47.21	31.28	45.85	53.79	21.98	27	0.22	2368	0.319256756757	2166	0.313942751616	202	0.376237623762	-3.65370242967005
Contig100061	228	0.372807017544	152	0.407894736842	76	0.302631578947	15	37.28	44.74	36.84	30.26	35.1	39.68	16.43	17.39	nan	nan	nan	nan	nan	nan	nan	-12.4843240092172
Contig100090	1125	0.446222222222	750	0.505333333333	375	0.328	40	44.62	58.13	42.93	32.8	48.04	52.89	23.49	26.97	0.2	nan	nan	nan	nan	nan	nan	10.3959156444523
Contig10011	261	0.444444444444	174	0.459770114943	87	0.413793103448	54	44.44	56.32	35.63	41.38	40.37	43.5	18.45	20.66	nan	234	0.222222222222	234	0.222222222222	nan	nan	24.2401719631037
Contig100114	198	0.414141414141	132	0.424242424242	66	0.393939393939	15	41.41	50	34.85	39.39	34.45	36.18	16.64	17.96	nan	26	0.153846153846	26	0.153846153846	nan	nan	-13.5389116015842
Contig100115	270	0.448148148148	180	0.494444444444	90	0.355555555556	15	44.81	53.33	45.56	35.56	41.1	43.2	18.8	18.91	nan	nan	nan	nan	nan	nan	nan	-14.7788188947968
Contig100132	287	0.463414634146	192	0.552083333333	95	0.284210526316	18	46.67	58.33	52.08	28.42	38.56	43.79	19.31	21.57	nan	nan	nan	nan	nan	nan	nan	-12.226326594052
Contig10016	549	0.393442622951	366	0.407103825137	183	0.366120218579	65	39.34	50.27	31.15	36.61	44.42	49.18	20.86	23.45	0.3	nan	nan	nan	nan	nan	nan	37.5750017065884
Contig100167	255	0.403921568627	170	0.447058823529	85	0.317647058824	19	40.39	51.76	37.65	31.76	35.82	39.52	16.7	17.71	nan	nan	nan	nan	nan	nan	nan	-10.3973564919893
Contig100172	689	0.422351233672	460	0.447826086957	229	0.371179039301	26	42.36	50	39.57	37.12	45.94	48.41	23.04	24.73	0.28	nan	nan	nan	nan	nan	nan	-3.41740822545844
Contig100177	699	0.507868383405	466	0.603004291845	233	0.317596566524	16	50.79	65.67	54.94	31.76	43.82	46.46	21.41	26.6	0.23	nan	nan	nan	nan	nan	nan	-17.53638755714
Contig100219	211	0.407582938389	141	0.382978723404	70	0.457142857143	11	40.95	46.48	30	45.71	36.85	39.23	16.62	18.19	nan	nan	nan	nan	nan	nan	nan	-14.554622387124
Contig100221	555	0.436036036036	370	0.521621621622	185	0.264864864865	50	43.6	48.11	56.22	26.49	43.18	48.39	21.2	27.34	0.2	118	0.389830508475	nan	nan	118	0.389830508475	20.4345679128923
Contig100232	435	0.381609195402	290	0.406896551724	145	0.331034482759	18	38.16	43.45	37.93	33.1	41.52	46.54	20.74	23.25	0.31	956	0.345188284519	956	0.345188284519	nan	nan	-9.40932753112611
Contig100253	201	0.398009950249	134	0.388059701493	67	0.417910447761	23	39.8	35.82	41.79	41.79	37.56	43.88	14.28	17.06	nan	1320	0.385606060606	nan	nan	1320	0.385606060606	-2.93342484163619
Contig100263	675	0.354074074074	450	0.422222222222	225	0.217777777778	23	35.41	42.22	42.22	21.78	39.29	48.87	20.4	24.89	0.27	180	0.344444444444	180	0.344444444444	nan	nan	-5.42501221421708
Contig10027	1539	0.431448992853	1026	0.477582846004	513	0.33918128655	24	43.14	47.56	47.95	33.92	50.68	54.67	25.54	27.43	0.15	nan	nan	nan	nan	nan	nan	-6.01185447005415
Contig100283	249	0.417670682731	166	0.469879518072	83	0.313253012048	11	41.77	43.37	50.6	31.33	41.26	44.62	19.45	20.74	nan	nan	nan	nan	nan	nan	nan	-19.0209996500116
