loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig10005	333	0.393393393393	222	0.436936936937	111	0.306306306306	30	39.34	56.76	30.63	30.63	44.38	50.01	20.25	23.5	0.26	nan	nan	nan	nan	nan	nan	3.37028098747864
Contig10011	347	0.438040345821	232	0.431034482759	115	0.452173913043	12	44.06	50.86	35.34	45.22	41.97	41.84	20.6	21.27	0.4	nan	nan	nan	nan	nan	nan	-14.5531029033295
Contig10012	297	0.367003367003	198	0.393939393939	99	0.313131313131	53	36.7	48.48	30.3	31.31	38.96	42.73	15.85	18.26	nan	nan	nan	nan	nan	nan	nan	27.4088507185229
Contig100120	382	0.405759162304	255	0.403921568627	127	0.409448818898	15	40.68	53.12	27.56	40.94	45.12	46.05	21.46	21.66	0.4	nan	nan	nan	nan	nan	nan	-10.9910406458835
Contig100149	411	0.450121654501	274	0.474452554745	137	0.401459854015	21	45.01	48.91	45.99	40.15	41.24	45.09	22.09	23.38	0.37	24	0.583333333333	24	0.583333333333	nan	nan	-5.63842618575954
Contig100186	255	0.403921568627	170	0.417647058824	85	0.376470588235	17	40.39	42.35	41.18	37.65	39.49	40.57	15.49	16.24	nan	nan	nan	nan	nan	nan	nan	-9.31442703699308
Contig100190	227	0.374449339207	152	0.375	75	0.373333333333	11	37.78	42.11	32.89	37.33	36.21	40.37	14.63	17.31	nan	nan	nan	nan	nan	nan	nan	-13.6529219075581
Contig1002	528	0.395833333333	352	0.423295454545	176	0.340909090909	28	39.58	46.59	38.07	34.09	41.45	44.07	17.1	18.25	0.47	1374	0.289665211063	1374	0.289665211063	nan	nan	1.57963979558617
Contig10022	361	0.437673130194	241	0.477178423237	120	0.358333333333	22	43.89	48.76	46.67	35.83	43.13	44.89	20.32	20.07	0.39	nan	nan	nan	nan	nan	nan	-4.61962981230305
Contig100317	888	0.441441441441	592	0.451013513514	296	0.422297297297	51	44.14	50.68	39.53	42.23	51.8	54.6	26.36	27.63	0.22	250	0.432	250	0.432	nan	nan	24.2853323047402
Contig10032	332	0.418674698795	222	0.463963963964	110	0.327272727273	22	42.12	54.95	37.84	32.73	40.8	43.35	19.79	23.19	0.35	nan	nan	nan	nan	nan	nan	-4.69513784745174
Contig100333	342	0.470760233918	228	0.482456140351	114	0.447368421053	55	47.08	50	46.49	44.74	41.6	42.38	19.38	19.73	0.44	nan	nan	nan	nan	nan	nan	28.415287658346
Contig100364	888	0.423423423423	592	0.459459459459	296	0.351351351351	33	42.34	42.57	49.32	35.14	45.56	49.53	22.34	24.16	0.31	92	0.260869565217	nan	nan	92	0.260869565217	6.29257118117468
Contig10039	420	0.442857142857	280	0.432142857143	140	0.464285714286	26	44.29	47.14	39.29	46.43	46.58	46.74	22.79	22.9	0.35	26	0.384615384615	26	0.384615384615	nan	nan	-0.569432336338096
Contig10040	354	0.389830508475	236	0.415254237288	118	0.338983050847	27	38.98	49.15	33.9	33.9	36.44	38.68	14.84	15.2	0.37	nan	nan	nan	nan	nan	nan	0.727749766754251
Contig100414	333	0.513513513514	222	0.531531531532	111	0.477477477477	33	51.35	60.36	45.95	47.75	43.1	42.63	19.53	18.83	0.45	nan	nan	nan	nan	nan	nan	6.26232528064545
Contig10042	1023	0.466275659824	682	0.429618768328	341	0.539589442815	41	46.63	48.39	37.54	53.96	51.88	52.38	25.41	25.74	0.29	nan	nan	nan	nan	nan	nan	14.4688601449132
Contig100423	341	0.422287390029	228	0.44298245614	113	0.380530973451	22	42.48	50.88	37.72	38.05	47.03	48.97	22.48	23.93	0.27	nan	nan	nan	nan	nan	nan	-4.68060002738154
Contig100437	582	0.431271477663	388	0.463917525773	194	0.365979381443	17	43.13	48.97	43.81	36.6	47.35	51.71	22.17	25.65	0.24	nan	nan	nan	nan	nan	nan	-9.6952820550556
Contig100447	942	0.456475583864	628	0.519108280255	314	0.331210191083	27	45.65	48.09	55.73	33.12	48.66	52.02	24.03	27.17	0.23	286	0.342657342657	286	0.342657342657	nan	nan	0.385455336720561
Contig100511	203	0.472906403941	136	0.463235294118	67	0.492537313433	11	47.76	57.35	35.29	49.25	37.44	37.07	17.9	17.86	nan	nan	nan	nan	nan	nan	nan	-15.6972582756317
Contig100518	651	0.408602150538	434	0.430875576037	217	0.364055299539	16	40.86	53	33.18	36.41	47.23	50.46	23.42	23.16	0.32	88	0.454545454545	88	0.454545454545	nan	nan	-10.5506980190291
Contig10060	203	0.408866995074	136	0.485294117647	67	0.253731343284	22	41.29	58.82	38.24	25.37	36.41	41.88	15.09	19.39	nan	nan	nan	nan	nan	nan	nan	-4.56873338256336
Contig10074	589	0.409168081494	393	0.488549618321	196	0.25	34	40.99	55.84	41.84	25	40.34	49.97	19.7	26.22	0.2	nan	nan	nan	nan	nan	nan	7.44559255730428
Contig100791	260	0.423076923077	174	0.436781609195	86	0.395348837209	15	42.64	54.02	33.33	39.53	37.88	39.37	18.07	20.15	nan	nan	nan	nan	nan	nan	nan	-11.6280619349016
Contig10082	981	0.477064220183	654	0.460244648318	327	0.510703363914	36	47.71	50.15	41.9	51.07	53.67	53.75	26.08	26.27	0.25	1260	0.322222222222	1260	0.322222222222	nan	nan	9.29455609325323
Contig10087	729	0.401920438957	486	0.388888888889	243	0.427983539095	30	40.19	44.03	33.74	42.8	47.08	48.7	22.66	22.61	0.35	nan	nan	nan	nan	nan	nan	4.6477144401214
Contig100937	251	0.406374501992	168	0.404761904762	83	0.409638554217	69	40.96	47.62	33.33	40.96	33.1	35.19	14.93	15.58	nan	nan	nan	nan	nan	nan	nan	42.9806735186328
Contig101	337	0.418397626113	225	0.457777777778	112	0.339285714286	15	41.96	55.75	35.71	33.93	43.29	47.25	21.69	24.08	0.28	nan	nan	nan	nan	nan	nan	-11.7112175393942
Contig10101	316	0.462025316456	211	0.563981042654	105	0.257142857143	20	46.35	52.83	60	25.71	36.9	40.32	19.92	22.07	0.35	nan	nan	nan	nan	nan	nan	-7.32229065181625
Contig101016	586	0.365187713311	391	0.398976982097	195	0.297435897436	17	36.58	45.41	34.36	29.74	41.4	49.02	18.44	23.57	0.27	nan	nan	nan	nan	nan	nan	-8.80668887777995
Contig101020	831	0.393501805054	554	0.416967509025	277	0.346570397112	32	39.35	50.54	32.85	34.66	47.37	51.91	22.44	24.86	0.33	192	0.291666666667	nan	nan	190	0.294736842105	5.69752186958449
Contig101030	1071	0.382819794585	714	0.390756302521	357	0.366946778711	33	38.28	51.54	26.61	36.69	47.85	48.44	22.59	23.33	0.31	734	0.427792915531	734	0.427792915531	nan	nan	7.55707750503061
Contig101069	347	0.409221902017	232	0.431034482759	115	0.365217391304	51	41.16	50.86	35.34	36.52	38.36	41.08	17.76	19.28	0.39	292	0.404109589041	nan	nan	292	0.404109589041	24.4468970966705
Contig101094	343	0.390670553936	229	0.393013100437	114	0.385964912281	16	39.18	45.22	33.33	38.6	45.71	47.73	23.91	23.67	0.32	nan	nan	nan	nan	nan	nan	-9.54888951891366
Contig101116	1281	0.407494145199	854	0.436768149883	427	0.348946135831	27	40.75	48.01	39.34	34.89	48.39	52.94	25.05	27.75	0.19	nan	nan	nan	nan	nan	nan	0.37208256846607
Contig101155	261	0.417624521073	174	0.448275862069	87	0.35632183908	14	41.76	52.87	36.78	35.63	40.41	44.36	20.34	22.28	nan	nan	nan	nan	nan	nan	nan	-12.7077060667122
Contig101161	237	0.379746835443	158	0.367088607595	79	0.405063291139	58	37.97	45.57	27.85	40.51	36.84	38.4	12.9	15.68	nan	212	0.292452830189	212	0.292452830189	nan	nan	33.7491722519467
Contig1012	282	0.446808510638	188	0.441489361702	94	0.457446808511	24	44.68	45.74	42.55	45.74	38.05	40.68	18.26	19.28	nan	nan	nan	nan	nan	nan	nan	-2.67029632776921
