loci	Ltot	GCtot	L12	GC12	L3	GC3	nReads	GC_cubt	GC1_cubt	GC2_cubt	GC3_cubt	ENc_cubt	ENcP_cubt	ENcFDS_cubt	ENcPFDS_cubt	Um_cubt	Lutr	GCutr	Lutr3	GCutr3	Lutr5	GCutr5	GCcorrected_expression
Contig1	504	0.426587301587	336	0.434523809524	168	0.410714285714	38	42.66	56.55	30.36	41.07	43.05	44.18	21.33	21.53	0.39	nan	nan	nan	nan	nan	nan	19.7186594980328
Contig10	1574	0.478398983482	1050	0.421904761905	524	0.591603053435	72	47.9	54.29	30.1	59.16	32.14	35.05	14.19	14.6	0.5	nan	nan	nan	nan	nan	nan	54.9917995512177
Contig100	795	0.423899371069	530	0.452830188679	265	0.366037735849	32	42.39	52.08	38.49	36.6	39.46	43.67	20.08	23.09	0.34	26	0.307692307692	26	0.307692307692	nan	nan	12.5782896416384
Contig10005	277	0.451263537906	185	0.475675675676	92	0.402173913043	10	45.29	53.76	41.3	40.22	34.43	36.85	16.23	18.96	nan	nan	nan	nan	nan	nan	nan	-10.4202935250797
Contig10008	228	0.421052631579	152	0.467105263158	76	0.328947368421	7	42.11	44.74	48.68	32.89	37.98	39.07	19.13	20.07	nan	nan	nan	nan	nan	nan	nan	-12.9916068013471
Contig10009	382	0.408376963351	255	0.435294117647	127	0.354330708661	11	40.94	44.53	42.52	35.43	37.03	40.06	16.97	20.11	0.34	nan	nan	nan	nan	nan	nan	-7.35594331163713
Contig1001	231	0.428571428571	154	0.467532467532	77	0.350649350649	7	42.86	58.44	35.06	35.06	35.73	38.01	17.39	19.69	nan	nan	nan	nan	nan	nan	nan	-13.0083700551297
Contig10015	201	0.422885572139	134	0.529850746269	67	0.208955223881	10	42.29	61.19	44.78	20.9	27.04	30.73	10.18	14.21	nan	nan	nan	nan	nan	nan	nan	-13.2121629416857
Contig1003	219	0.406392694064	146	0.424657534247	73	0.369863013699	10	40.64	49.32	35.62	36.99	37.83	40.22	16.46	17.84	nan	nan	nan	nan	nan	nan	nan	-7.31692988422222
Contig10033	235	0.382978723404	157	0.375796178344	78	0.397435897436	10	38.46	39.24	35.9	39.74	34.40	36.66	15.83	16.89	nan	nan	nan	nan	nan	nan	nan	-2.73514032008477
Contig10038	270	0.444444444444	180	0.494444444444	90	0.344444444444	12	44.44	63.33	35.56	34.44	34.14	38.72	13.08	18.36	nan	nan	nan	nan	nan	nan	nan	-9.42413725047771
Contig1004	502	0.464143426295	335	0.44776119403	167	0.497005988024	14	46.51	50	39.52	49.7	35.98	37.67	15.99	16.63	0.47	nan	nan	nan	nan	nan	nan	-5.25446082286958
Contig10041	319	0.420062695925	213	0.384976525822	106	0.490566037736	8	42.14	44.86	32.08	49.06	37.36	39.52	15.98	16.28	0.42	nan	nan	nan	nan	nan	nan	-5.38838830071713
Contig10042	243	0.312757201646	162	0.327160493827	81	0.283950617284	6	31.28	41.98	23.46	28.4	35.51	43.16	13.3	14.39	nan	nan	nan	nan	nan	nan	nan	-5.32076313118708
Contig1005	219	0.360730593607	146	0.417808219178	73	0.246575342466	8	36.07	36.99	46.58	24.66	33.59	39.16	19.34	21.65	nan	nan	nan	nan	nan	nan	nan	-8.54737985532012
Contig10051	577	0.459272097054	385	0.54025974026	192	0.296875	30	46.01	64.25	43.75	29.69	39.60	46.13	19.15	23.34	0.32	nan	nan	nan	nan	nan	nan	6.20051753915476
Contig10052	315	0.434920634921	210	0.509523809524	105	0.285714285714	6	43.49	53.33	48.57	28.57	38.71	40.72	16.84	21.71	0.3	nan	nan	nan	nan	nan	nan	-16.1471400656586
Contig10058	550	0.445454545455	367	0.49591280654	183	0.344262295082	11	44.63	60.33	38.8	34.43	44.19	47.57	20.28	22.95	0.36	nan	nan	nan	nan	nan	nan	-10.4928715093206
Contig1006	425	0.463529411765	284	0.492957746479	141	0.404255319149	21	46.57	59.15	39.44	40.43	40.69	42.28	19.65	21.57	0.39	nan	nan	nan	nan	nan	nan	-0.352733378442839
Contig10067	501	0.439121756487	334	0.434131736527	167	0.449101796407	14	43.91	52.1	34.73	44.91	39.77	40.94	17.76	18.68	0.46	nan	nan	nan	nan	nan	nan	-4.2433946788849
Contig10073	390	0.415384615385	260	0.434615384615	130	0.376923076923	11	41.54	46.92	40	37.69	39.38	41.49	18.03	21.68	0.35	nan	nan	nan	nan	nan	nan	-7.29021042759363
Contig10074	240	0.454166666667	160	0.5125	80	0.3375	10	45.42	56.25	46.25	33.75	39.26	40.50	19.41	19.2	nan	nan	nan	nan	nan	nan	nan	-12.2964244120176
Contig10075	255	0.435294117647	170	0.470588235294	85	0.364705882353	7	43.53	57.65	36.47	36.47	35.78	38.48	13.82	16.64	nan	nan	nan	nan	nan	nan	nan	-13.1400351013873
Contig1008	831	0.38146811071	554	0.388086642599	277	0.368231046931	69	38.15	43.32	34.3	36.82	39.21	43.13	16.53	19.29	0.44	nan	nan	nan	nan	nan	nan	55.3618838543032
Contig10084	544	0.402573529412	363	0.391184573003	181	0.425414364641	9	40.33	44.51	33.7	42.54	46.81	48.52	22.67	24.04	0.31	nan	nan	nan	nan	nan	nan	-4.90124130142986
Contig10085	230	0.404347826087	154	0.422077922078	76	0.368421052632	10	40.79	44.16	40.26	36.84	39.99	41.48	19.36	20.29	nan	nan	nan	nan	nan	nan	nan	-7.02784162937409
Contig10088	315	0.393650793651	210	0.390476190476	105	0.4	13	39.37	41.9	36.19	40	36.23	37.97	15.38	15.46	0.53	nan	nan	nan	nan	nan	nan	-0.839806578891434
Contig1009	690	0.439130434783	460	0.458695652174	230	0.4	59	43.91	49.13	42.61	40	37.65	39.19	14.92	17.03	0.47	nan	nan	nan	nan	nan	nan	39.3306056584787
Contig10091	243	0.427983539095	162	0.432098765432	81	0.41975308642	9	42.8	49.38	37.04	41.98	38.48	39.92	15.9	17.83	nan	nan	nan	nan	nan	nan	nan	-9.04930621607041
Contig10096	201	0.452736318408	134	0.432835820896	67	0.492537313433	6	45.27	50.75	35.82	49.25	36.67	36.68	18.03	18.29	nan	nan	nan	nan	nan	nan	nan	-12.1189117093398
Contig10100	219	0.397260273973	146	0.356164383562	73	0.479452054795	6	39.73	47.95	23.29	47.95	36.04	35.86	14.55	14.65	nan	nan	nan	nan	nan	nan	nan	-5.75408368656109
Contig10102	330	0.424242424242	220	0.427272727273	110	0.418181818182	13	42.42	52.73	32.73	41.82	46.53	46.36	22.76	23.68	0.31	nan	nan	nan	nan	nan	nan	-4.59568410352233
Contig10114	324	0.425925925926	216	0.476851851852	108	0.324074074074	10	42.59	57.41	37.96	32.41	37.23	38.60	16.21	19.41	0.44	nan	nan	nan	nan	nan	nan	-10.4880697830987
Contig10116	278	0.392086330935	186	0.413978494624	92	0.347826086957	7	39.49	54.84	27.96	34.78	33.22	36.12	14.89	16.53	nan	nan	nan	nan	nan	nan	nan	-9.14842681375004
Contig10125	472	0.406779661017	315	0.403174603175	157	0.414012738854	20	40.76	48.1	32.48	41.4	43.60	45.51	22.61	23.61	0.3	nan	nan	nan	nan	nan	nan	4.95117893617756
Contig10126	220	0.418181818182	147	0.489795918367	73	0.27397260274	9	42.01	58.11	39.73	27.4	34.61	40.34	16.28	19.08	nan	nan	nan	nan	nan	nan	nan	-12.1951987774228
Contig10128	233	0.424892703863	156	0.455128205128	77	0.363636363636	7	42.86	47.44	43.59	36.36	37.68	39.52	14.32	15.21	nan	nan	nan	nan	nan	nan	nan	-12.5058664915485
Contig1014	723	0.408022130014	482	0.446058091286	241	0.331950207469	24	40.8	49.38	39.83	33.2	42.68	47.18	20.14	23.43	0.3	nan	nan	nan	nan	nan	nan	4.81492041529232
Contig10143	399	0.40350877193	266	0.40977443609	133	0.390977443609	10	40.35	54.89	27.07	39.1	38.85	41.61	17.13	18.9	0.36	nan	nan	nan	nan	nan	nan	-5.72489596558374
Contig1015	627	0.40350877193	418	0.433014354067	209	0.344497607656	24	40.35	54.55	32.06	34.45	37.92	39.41	16.18	18.24	0.51	770	0.287012987013	770	0.287012987013	nan	nan	5.86407008576775
Contig10155	210	0.4	140	0.435714285714	70	0.328571428571	6	40	51.43	35.71	32.86	33.71	34.50	12.88	15.9	nan	nan	nan	nan	nan	nan	nan	-12.3965438280276
Contig10156	218	0.435779816514	146	0.458904109589	72	0.388888888889	9	43.98	50.68	41.1	38.89	36.53	37.35	15.1	15.34	nan	nan	nan	nan	nan	nan	nan	-10.6784430066732
Contig10165	207	0.410628019324	138	0.478260869565	69	0.275362318841	10	41.06	62.32	33.33	27.54	31.13	31.95	18.41	16.27	nan	nan	nan	nan	nan	nan	nan	-10.5687006446859
Contig10166	364	0.39010989011	243	0.432098765432	121	0.305785123967	10	39.12	45.08	41.32	30.58	39.48	41.39	19.94	20.38	0.4	nan	nan	nan	nan	nan	nan	-8.04930621607041
Contig10182	291	0.364261168385	194	0.39175257732	97	0.309278350515	11	36.43	51.55	26.8	30.93	37.98	42.54	16.8	19.71	nan	nan	nan	nan	nan	nan	nan	-2.95104531858309
Contig10184	234	0.410256410256	156	0.435897435897	78	0.358974358974	14	41.03	52.56	34.62	35.9	35.04	37.92	15.42	16.75	nan	188	0.31914893617	188	0.31914893617	nan	nan	-4.41419815434885
Contig10194	291	0.405498281787	194	0.417525773196	97	0.381443298969	7	40.55	46.39	37.11	38.14	32.25	34.62	11.2	12.49	nan	nan	nan	nan	nan	nan	nan	-9.51646611640686
Contig102	522	0.515325670498	348	0.436781609195	174	0.672413793103	94	51.53	55.75	31.61	67.24	27.60	32.45	11.08	11.25	0.61	480	0.270833333333	480	0.270833333333	nan	nan	75.5011571288508
Contig10213	339	0.398230088496	226	0.446902654867	113	0.300884955752	8	39.82	53.1	36.28	30.09	34.64	39.21	14.52	18.6	0.47	nan	nan	nan	nan	nan	nan	-11.2210897446919
Contig10214	438	0.433789954338	292	0.424657534247	146	0.452054794521	8	43.38	49.32	35.62	45.21	43.01	44.09	19	20.27	0.41	nan	nan	nan	nan	nan	nan	-9.31692988422222
Contig10216	242	0.409090909091	162	0.358024691358	80	0.5125	12	41.25	45.68	25.93	51.25	41.55	41.53	17.8	18.23	nan	nan	nan	nan	nan	nan	nan	0.177029023405673
Contig1022	251	0.466135458167	168	0.511904761905	83	0.373493975904	11	46.99	61.9	40.48	37.35	36.49	39.61	17.14	19.35	nan	nan	nan	nan	nan	nan	nan	-11.2663870674708
Contig10229	288	0.472222222222	192	0.479166666667	96	0.458333333333	9	47.22	67.71	28.12	45.83	31.75	32.93	14.2	14.98	nan	nan	nan	nan	nan	nan	nan	-11.620174308597
Contig10234	509	0.436149312377	340	0.467647058824	169	0.372781065089	15	43.79	56.47	37.06	37.28	35.19	35.98	12.36	14.9	0.56	nan	nan	nan	nan	nan	nan	-5.01291978580571
Contig1024	282	0.404255319149	188	0.404255319149	94	0.404255319149	12	40.43	53.19	27.66	40.43	35.11	37.82	18.08	18.74	nan	nan	nan	nan	nan	nan	nan	-3.15912800669095
Contig10240	303	0.402640264026	202	0.40099009901	101	0.405940594059	7	40.26	45.54	34.65	40.59	38.97	40.82	18.57	18.45	0.39	nan	nan	nan	nan	nan	nan	-7.82777284691549
Contig10245	271	0.553505535055	181	0.530386740331	90	0.6	18	55.56	59.34	46.67	60	26.89	28.71	11.24	11.93	nan	nan	nan	nan	nan	nan	nan	-5.24170313364229
